Club_no,Play_Id,Club_Team
1811124,225844,Real Valladolid CF
1811125,198196,Hamburger SV
1811126,196916,Bristol City
1811127,222515,Le Havre AC
1811128,152883,Seattle Sounders FC
1811129,202547,FC Utrecht
1811130,186674,Sporting Kansas City
1811131,240690,VfB Stuttgart
1811132,227890,Rio Ave FC
1811133,201266,Aalborg BK
1811134,190769,Spezia
1811135,186161,BB Erzurumspor
1811136,223537,1. FSV Mainz 05
1811137,204337,Atlético Tucumán
1811138,206152,Universidad Católica
1811139,182343,Shandong Luneng TaiShan FC
1811140,155463,Al Shabab
1811141,200519,SD Huesca
1811142,234822,Orlando Pirates
1811143,165190,Wales
1811144,223046,Galatasaray SK
1811145,213829,Cagliari
1811146,213317,Jeonbuk Hyundai Motors
1811147,201285,Lech Poznań
1811148,243780,Valencia CF
1811149,205124,Yokohama F. Marinos
1811150,184387,Toulouse Football Club
1811151,149571,Chievo Verona
1811152,206147,Malmö FF
1811153,236610,Juventus
1811154,19292,Ipswich Town
1811155,211292,Dalian YiFang FC
1811156,209756,Lobos BUAP
1811157,188763,Sivasspor
1811158,191066,1. FC Union Berlin
1811159,225114,FC Groningen
1811160,210010,FC Utrecht
1811161,189272,VfB Stuttgart
1811162,225880,Portland Timbers
1811163,230231,Botafogo
1811164,187478,Guadalajara
1811165,247126,Sagan Tosu
1811166,232278,FC Dallas
1811167,214358,Once Caldas
1811168,183893,Nottingham Forest
1811169,219733,RC Strasbourg Alsace
1811170,191856,Atlético Nacional
1811171,29552,Júbilo Iwata
1811172,224368,Stade de Reims
1811173,220528,Cosenza
1811174,215152,Rosario Central
1811175,224367,Universidad Católica
1811176,212591,Los Angeles FC
1811177,219758,Carpi
1811178,188269,CD Palestino
1811179,179565,Dinamo Zagreb
1811180,178029,Sivasspor
1811181,222573,Benevento
1811182,213613,FC Utrecht
1811183,173162,Parma
1811184,48745,San Lorenzo de Almagro
1811185,168297,Hammarby IF
1811186,215414,CD Nacional
1811187,133249,Iceland
1811188,192128,Hannover 96
1811189,191104,Atlético Tucumán
1811190,183936,Yeni Malatyaspor
1811191,239744,Borussia Mönchengladbach
1811192,233600,Egypt
1811193,225151,KSV Cercle Brugge
1811194,220031,Swansea City
1811195,216191,Vissel Kobe
1811196,211327,Toulouse Football Club
1811197,203903,Aalborg BK
1811198,164478,AIK
1811199,16254,Colorado Rapids
1811200,168317,AIK
1811201,220029,Stade Malherbe Caen
1811202,188540,Middlesbrough
1811203,224921,Deportivo Alavés
1811204,215193,Club Atlético Tigre
1811205,212889,Kasimpaşa SK
1811206,236696,Panathinaikos FC
1811207,230296,Vitória
1811208,216472,Cádiz CF
1811209,214168,Querétaro
1811210,192663,DSC Arminia Bielefeld
1811211,205207,Ecuador
1811212,190870,FC Metz
1811213,229526,Shakhtar Donetsk
1811214,193429,Sivasspor
1811215,49045,Kilmarnock
1811216,214933,Defensa y Justicia
1811217,201877,FC St. Pauli
1811218,192660,1. FC Union Berlin
1811219,200111,AZ Alkmaar
1811220,241070,GD Chaves
1811221,214190,Independiente Santa Fe
1811222,205998,Göztepe SK
1811223,224428,Amiens SC
1811224,200108,FC København
1811225,237995,Real Betis
1811226,210603,Al Hilal
1811227,203435,Stade Malherbe Caen
1811228,221610,Hungary
1811229,211626,Dinamo Zagreb
1811230,142762,Unión de Santa Fe
1811231,6826,West Bromwich Albion
1811232,182440,VfL Bochum 1848
1811233,235176,Club Atlético Colón
1811234,228520,SD Huesca
1811235,243656,Olympique de Marseille
1811236,230344,América FC (Minas Gerais)
1811237,216520,Mexico
1811238,212680,Kilmarnock
1811239,236999,Portland Timbers
1811240,214727,Monterrey
1811241,207559,Brøndby IF
1811242,230341,Santos
1811243,228804,Sint-Truidense VV
1811244,200387,Royal Antwerp FC
1811245,218050,Çaykur Rizespor
1811246,152514,Huddersfield Town
1811247,192449,Norwich City
1811248,143809,Sivasspor
1811249,158144,RCD Mallorca
1811250,211903,FC Zürich
1811251,194015,DSC Arminia Bielefeld
1811252,242143,SC Braga
1811253,155871,Ipswich Town
1811254,208607,UD Las Palmas
1811255,200159,DSC Arminia Bielefeld
1811256,196318,Göztepe SK
1811257,190430,Cardiff City
1811258,183518,LOSC Lille
1811259,223198,Atalanta
1811260,220638,Real Valladolid CF
1811261,212446,Cosenza
1811262,222429,Club Atlético Talleres
1811263,217565,Boavista FC
1811264,213725,En Avant de Guingamp
1811265,203741,FC Metz
1811266,189148,Rangers FC
1811267,230390,Sport Club do Recife
1811268,223734,Club Atlético Lanús
1811269,213750,Watford
1811270,111093,Extremadura UD
1811271,193780,Dinamo Zagreb
1811272,181236,Çaykur Rizespor
1811273,214004,Once Caldas
1811274,199412,Al Shabab
1811275,198900,AEK Athens
1811276,193267,Cagliari
1811277,241907,Los Angeles FC
1811278,237043,Mexico
1811279,220659,Bristol City
1811280,214515,Junior FC
1811281,189938,Vitesse
1811282,207858,Orlando City SC
1811283,223240,Rosario Central
1811284,233223,FC Lugano
1811285,230407,Santos
1811286,212231,Nottingham Forest
1811287,201991,Málaga CF
1811288,240134,GIF Sundsvall
1811289,228614,1. FSV Mainz 05
1811290,199174,US Cremonese
1811291,193029,Djurgårdens IF
1811292,176389,Kawasaki Frontale
1811293,225541,Yeni Malatyaspor
1811294,241412,Ecuador
1811295,232708,Columbus Crew SC
1811296,215556,Fiorentina
1811297,201220,Pescara
1811298,180739,RC Strasbourg Alsace
1811299,240899,Sporting Lokeren
1811300,202271,1. FC Union Berlin
1811301,193310,Holstein Kiel
1811302,238621,PFC CSKA Moscow
1811303,222493,1. FC Union Berlin
1811304,211741,DSC Arminia Bielefeld
1811305,198429,SK Slavia Praha
1811306,168732,KAS Eupen
1811307,167452,Fortuna Düsseldorf
1811308,229404,New York Red Bulls
1811309,228124,Cerezo Osaka
1811310,229659,KRC Genk
1811311,225563,FC Porto
1811312,215067,Deportivo Cali
1811313,214299,Universidad de Chile
1811314,192026,Cerezo Osaka
1811315,235290,SPAL
1811316,198194,Huddersfield Town
1811317,237105,Rosario Central
1811318,236593,AZ Alkmaar
1811319,234033,CD Tenerife
1811320,233265,Stade de Reims
1811321,211249,Newell's Old Boys
1811322,196913,Bolivia
1811323,184624,Norwich City
1811324,244271,Dinamo Zagreb
1811325,209711,Vitesse
1811326,244270,Dinamo Zagreb
1811327,176942,Celtic
1811328,217646,Urawa Red Diamonds
1811329,199726,Club Atlético Lanús
1811330,193581,Montpellier HSC
1811331,189228,Defensa y Justicia
1811332,156483,Atlético Tucumán
1811333,202052,Stoke City
1811334,156227,FC Sion
1811335,212035,Albacete BP
1811336,193602,Gimnasia y Esgrima La Plata
1811337,226626,Clube Sport Marítimo
1811338,150594,Sporting de Charleroi
1811339,211522,New York City FC
1811340,205122,Al Batin
1811341,223297,Boavista FC
1811342,211265,San Lorenzo de Almagro
1811343,211009,Blackburn Rovers
1811344,209729,Swansea City
1811345,209473,Göztepe SK
1811346,232512,Sanfrecce Hiroshima
1811347,180287,Suwon Samsung Bluewings
1811348,187988,Dijon FCO
1811349,185172,Pescara
1811350,163156,Derby County
1811351,213332,FC Dallas
1811352,204372,BB Erzurumspor
1811353,234579,Tigres U.A.N.L.
1811354,231507,Racing Club
1811355,200787,Montreal Impact
1811356,52306,West Bromwich Albion
1811357,180818,Sheffield United
1811358,243538,Club Brugge KV
1811359,234578,Club América
1811360,222546,SC Paderborn 07
1811361,234833,1. FSV Mainz 05
1811362,183632,VfL Bochum 1848
1811363,169808,FC Utrecht
1811364,217168,Santos Laguna
1811365,214096,SC Freiburg
1811366,199789,Akhisar Belediyespor
1811367,161644,FC Ingolstadt 04
1811368,225900,Paraguay
1811369,223596,FC Red Bull Salzburg
1811370,219244,Switzerland
1811371,241771,Trabzonspor
1811372,214378,Millonarios FC
1811373,234857,PFC CSKA Moscow
1811374,169321,U.N.A.M.
1811375,209769,Kayserispor
1811376,159080,Derby County
1811377,214376,Deportivo Cali
1811378,203368,Molde FK
1811379,191079,Birmingham City
1811380,228967,Boavista FC
1811381,224103,Pachuca
1811382,221564,Deportivo de La Coruña
1811383,203388,Jeonbuk Hyundai Motors
1811384,194171,Sporting Lokeren
1811385,193147,RC Strasbourg Alsace
1811386,173179,1. FC Union Berlin
1811387,218747,Universidad Católica
1811388,205691,US Salernitana 1919
1811389,173434,U.N.A.M.
1811390,230522,Ceará Sporting Club
1811391,230266,Atlético Paranaense
1811392,189561,Kasimpaşa SK
1811393,178297,Real Sporting de Gijón
1811394,169593,Sheffield Wednesday
1811395,225145,Kaizer Chiefs
1811396,202873,1. FC Heidenheim 1846
1811397,214392,Rionegro Águilas
1811398,205970,Millwall
1811399,199570,Guadalajara
1811400,215441,Amiens SC
1811401,237456,Göztepe SK
1811402,232080,Leeds United
1811403,204688,SK Rapid Wien
1811404,198032,Brighton & Hove Albion
1811405,193679,SSV Jahn Regensburg
1811406,236175,Cruzeiro
1811407,212879,SC Paderborn 07
1811408,204687,Bolton Wanderers
1811409,192910,1. FC Magdeburg
1811410,190094,UD Las Palmas
1811411,240526,Ohod Club
1811412,225934,Dijon FCO
1811413,220302,RSC Anderlecht
1811414,205990,Blackburn Rovers
1811415,244389,Shakhtar Donetsk
1811416,240037,Sparta Praha
1811417,162981,West Bromwich Albion
1811418,220837,Colombia
1811419,214436,Al Ahli
1811420,202148,Kasimpaşa SK
1811421,227235,FC Ingolstadt 04
1811422,207523,SV Darmstadt 98
1811423,182178,Leeds United
1811424,229282,Santa Clara
1811425,212130,SpVgg Greuther Fürth
1811426,201890,Gyeongnam FC
1811427,193185,Derby County
1811428,216481,Millwall
1811429,232608,Kawasaki Frontale
1811430,199101,AD Alcorcón
1811431,166844,Rangers FC
1811432,230332,Fluminense
1811433,204476,ADO Den Haag
1811434,188091,FC Red Bull Salzburg
1811435,172475,Excelsior
1811436,233147,Kawasaki Frontale
1811437,201403,Real Zaragoza
1811438,221370,Al Hilal
1811439,220090,FC Sion
1811440,189369,Cosenza
1811441,186553,Universidad de Chile
1811442,180409,Alanyaspor
1811443,201145,OGC Nice
1811444,230072,Medipol Başakşehir FK
1811445,186551,Club León
1811446,215502,Empoli
1811447,198350,Brentford
1811448,197838,LA Galaxy
1811449,183245,Göztepe SK
1811450,231628,UD Las Palmas
1811451,198348,Stade Brestois 29
1811452,188107,Los Angeles FC
1811453,193226,Dijon FCO
1811454,168650,FC Basel 1893
1811455,227530,Patronato
1811456,227274,Atlético Tucumán
1811457,142794,San Martín de San Juan
1811458,207562,1. FC Union Berlin
1811459,200138,Sheffield Wednesday
1811460,187337,Malmö FF
1811461,176841,Birmingham City
1811462,230366,Santos
1811463,225502,Club Tijuana
1811464,223710,Çaykur Rizespor
1811465,215262,Defensa y Justicia
1811466,201438,KV Kortrijk
1811467,177373,Malmö FF
1811468,239837,Argentinos Juniors
1811469,227293,Al Ittihad
1811470,158685,CD Aves
1811471,210653,U.N.A.M.
1811472,145117,AD Alcorcón
1811473,192732,Hannover 96
1811474,176348,Suwon Samsung Bluewings
1811475,239580,Torino
1811476,237532,CD Aves
1811477,234716,Medipol Başakşehir FK
1811478,205551,UD Las Palmas
1811479,202223,Columbus Crew SC
1811480,199663,KAA Gent
1811481,238830,Vitória Guimarães
1811482,216302,Pachuca
1811483,210926,Al Hilal
1811484,206317,Celtic
1811485,201965,IFK Norrköping
1811486,244204,Rangers FC
1811487,237548,Dijon FCO
1811488,228332,Leicester City
1811489,181483,Aston Villa
1811490,235499,Al Shabab
1811491,212715,Club Atlético Talleres
1811492,210923,Al Ahli
1811493,200683,Santa Clara
1811494,198379,Luton Town
1811495,223489,FC Seoul
1811496,204289,Stoke City
1811497,184320,Perugia
1811498,233472,Hannover 96
1811499,212992,Reading
1811500,231423,KRC Genk
1811501,212223,Preston North End
1811502,209407,Padova
1811503,171774,CF Rayo Majadahonda
1811504,198654,Lokomotiv Moscow
1811505,193277,SK Sturm Graz
1811506,54013,Middlesbrough
1811507,140029,Pachuca
1811508,193276,SV Sandhausen
1811509,224508,Pescara
1811510,223740,Real Zaragoza
1811511,190734,Vitória de Setúbal
1811512,177934,VfL Bochum 1848
1811513,238862,Portimonense SC
1811514,225294,CD Feirense
1811515,220429,GD Chaves
1811516,139533,Aston Villa
1811517,8205,CD Aves
1811518,239116,CD Numancia
1811519,224524,AD Alcorcón
1811520,220172,Nottingham Forest
1811521,216076,Carpi
1811522,50955,AC Ajaccio
1811523,157707,Sanfrecce Hiroshima
1811524,212747,Houston Dynamo
1811525,238346,FC Schalke 04
1811526,234762,Real Zaragoza
1811527,219914,FC København
1811528,205834,IF Elfsborg
1811529,224796,Club Atlético Banfield
1811530,220700,Montreal Impact
1811531,190747,Extremadura UD
1811532,245275,FC Girondins de Bordeaux
1811533,241947,RSC Anderlecht
1811534,232219,Al Qadisiyah
1811535,209691,AJ Auxerre
1811536,180250,Deportivo Toluca
1811537,169498,Wigan Athletic
1811538,212506,Atlético Tucumán
1811539,206106,FC Ingolstadt 04
1811540,202778,Yeni Malatyaspor
1811541,194329,Real Zaragoza
1811542,193561,Seattle Sounders FC
1811543,190745,Hellas Verona
1811544,175897,Çaykur Rizespor
1811545,230169,Ceará Sporting Club
1811546,221994,Sporting de Charleroi
1811547,173097,Sporting de Charleroi
1811548,163625,Sunderland
1811549,163369,Standard de Liège
1811550,159017,Legia Warszawa
1811551,221737,Club León
1811552,183336,Rosenborg BK
1811553,176680,Strømsgodset IF
1811554,161832,AD Alcorcón
1811555,205352,Millwall
1811556,201512,Os Belenenses
1811557,235047,Independiente
1811558,217639,Urawa Red Diamonds
1811559,244006,Clube Sport Marítimo
1811560,240166,SC Heerenveen
1811561,234278,FC Erzgebirge Aue
1811562,219942,Deportivo Cali
1811563,190780,New York City FC
1811564,242236,SL Benfica
1811565,172092,San Martin de Tucumán
1811566,210236,Nottingham Forest
1811567,208700,UD Las Palmas
1811568,162875,Medipol Başakşehir FK
1811569,219451,Bologna
1811570,204347,Granada CF
1811571,224314,Frosinone
1811572,206650,Atlético Bucaramanga
1811573,236345,Shakhtar Donetsk
1811574,222521,FC Hansa Rostock
1811575,197689,Chievo Verona
1811576,216376,AD Alcorcón
1811577,208440,Djurgårdens IF
1811578,201528,Gamba Osaka
1811579,233292,Rosario Central
1811580,189003,Stade Brestois 29
1811581,184139,Portimonense SC
1811582,182091,New Zealand
1811583,237131,Club León
1811584,202827,Stade Brestois 29
1811585,194122,Sunderland
1811586,177482,AC Ajaccio
1811587,237642,FC Basel 1893
1811588,171082,Sporting Lokeren
1811589,230474,Bahia
1811590,219466,Rosenborg BK
1811591,192329,Boavista FC
1811592,213577,Granada CF
1811593,187208,U.N.A.M.
1811594,234824,FC Lorient
1811595,176475,Millonarios FC
1811596,173147,Brescia
1811597,191834,Al Ittihad
1811598,189530,Vitória de Setúbal
1811599,214874,Colo-Colo
1811600,230489,Sport Club do Recife
1811601,222553,1. FC Heidenheim 1846
1811602,211033,Deportivo Toluca
1811603,204121,Viktoria Plzeň
1811604,178264,Moreirense FC
1811605,241240,Hamburger SV
1811606,216408,1. FC Kaiserslautern
1811607,207960,Real Sporting de Gijón
1811608,207448,Ecuador
1811609,235863,Atalanta
1811610,197975,Wigan Athletic
1811611,188271,Fulham
1811612,190575,Club Atlético Colón
1811613,210031,Rio Ave FC
1811614,192110,Monarcas Morelia
1811615,188782,Birmingham City
1811616,162926,Preston North End
1811617,192621,Akhisar Belediyespor
1811618,208493,Eintracht Frankfurt
1811619,194924,AD Alcorcón
1811620,166764,Motherwell
1811621,213612,Östersunds FK
1811622,178283,Antalyaspor
1811623,219755,FK Austria Wien
1811624,215147,Vélez Sarsfield
1811625,190058,FC Thun
1811626,231530,CD Leganés
1811627,201066,Brøndby IF
1811628,200810,Hellas Verona
1811629,217217,Houston Dynamo
1811630,209281,Al Nassr
1811631,189824,Al Wehda
1811632,189568,Akhisar Belediyespor
1811633,181120,Shimizu S-Pulse
1811634,234112,Vitória Guimarães
1811635,177279,SK Brann
1811636,222079,Sheffield Wednesday
1811637,212351,América de Cali
1811638,206463,FC St. Pauli
1811639,206207,New England Revolution
1811640,198783,Atlético Tucumán
1811641,196991,Sporting de Charleroi
1811642,177790,Legia Warszawa
1811643,232318,Suwon Samsung Bluewings
1811644,222590,Houston Dynamo
1811645,213374,Al Ahli
1811646,214163,Colombia
1811647,189586,CD Tenerife
1811648,188305,Al Batin
1811649,234385,1. FC Köln
1811650,223633,SV Sandhausen
1811651,212625,Holstein Kiel
1811652,210833,Benevento
1811653,199569,Club Tijuana
1811654,236944,Sivasspor
1811655,213136,Sporting de Charleroi
1811656,235407,1. FC Köln
1811657,150415,SpVgg Greuther Fürth
1811658,209039,Sparta Praha
1811659,205711,Os Belenenses
1811660,244622,RCD Espanyol
1811661,224142,Independiente Santa Fe
1811662,221582,Millonarios FC
1811663,224423,SpVgg Greuther Fürth
1811664,233125,1. FC Union Berlin
1811665,231077,Sparta Praha
1811666,229541,Colombia
1811667,211365,Molde FK
1811668,182180,Cittadella
1811669,214948,SC Paderborn 07
1811670,142756,Club Atlético Huracán
1811671,202404,Al Raed
1811672,247203,Sparta Praha
1811673,177571,KAA Gent
1811674,242339,Estudiantes de La Plata
1811675,225699,Real Valladolid CF
1811676,204451,Genoa
1811677,187042,Rosenborg BK
1811678,174754,Universidad de Chile
1811679,232610,Hannover 96
1811680,242614,Romania
1811681,231862,Independiente Medellín
1811682,225974,Aberdeen
1811683,158902,Wigan Athletic
1811684,221621,DC United
1811685,209333,Charlton Athletic
1811686,206005,Club Atlético Aldosivi
1811687,199861,FC St. Pauli
1811688,232884,Kashima Antlers
1811689,210868,Cádiz CF
1811690,204468,VfL Bochum 1848
1811691,201908,Derby County
1811692,189619,Bristol City
1811693,51123,Amiens SC
1811694,236723,AS Monaco
1811695,211635,Jeju United FC
1811696,198601,Deportivo Toluca
1811697,195272,Hellas Verona
1811698,221896,Willem II
1811699,193735,SK Sturm Graz
1811700,224967,Sint-Truidense VV
1811701,214983,Club Atlético Lanús
1811702,193222,FC Augsburg
1811703,239814,Royal Antwerp FC
1811704,237766,Shimizu S-Pulse
1811705,230342,Sport Club do Recife
1811706,178117,Perugia
1811707,213445,Guadalajara
1811708,187076,SpVgg Unterhaching
1811709,214980,New England Revolution
1811710,193475,Crystal Palace
1811711,192451,Plymouth Argyle
1811712,186839,Aberdeen
1811713,199895,Hamburger SV
1811714,220118,FC Groningen
1811715,215254,River Plate
1811716,189397,San Jose Earthquakes
1811717,209109,Paraguay
1811718,206549,Montreal Impact
1811719,229332,CD Lugo
1811720,212948,KV Oostende
1811721,191443,Club Atlético Huracán
1811722,135891,Sporting Lokeren
1811723,123603,Pescara
1811724,198611,Hammarby IF
1811725,169938,Sivasspor
1811726,214226,San Lorenzo de Almagro
1811727,209874,Orlando Pirates
1811728,200914,Palermo
1811729,198632,Lobos BUAP
1811730,242663,RSC Anderlecht
1811731,239335,CD Leganés
1811732,164839,Atlanta United
1811733,222951,Rotherham United
1811734,198631,Granada CF
1811735,187878,Sporting Lokeren
1811736,236518,AS Saint-Étienne
1811737,227558,Stade Rennais FC
1811738,212710,KV Kortrijk
1811739,123621,Albacete BP
1811740,241637,FC Girondins de Bordeaux
1811741,230117,Moreirense FC
1811742,221413,Universidad de Chile
1811743,198117,US Salernitana 1919
1811744,222692,1. FC Köln
1811745,202489,Brescia
1811746,193528,SV Zulte-Waregem
1811747,120312,Nottingham Forest
1811748,175608,Egypt
1811749,238072,1. FC Nürnberg
1811750,101880,Chelsea
1811751,244727,Al Taawoun
1811752,219127,Vélez Sarsfield
1811753,208375,RB Leipzig
1811754,191222,CD Numancia
1811755,168950,FC St. Pauli
1811756,156662,Club Atlético Colón
