Club_no,Ntn_no,Play_Id,National_Team
1811493,1291,200683,
1811494,1292,198379,
1811495,1293,223489,
1811496,1294,204289,
1811497,1295,184320,
1811498,1296,233472,
1811499,1297,212992,Iceland
1811500,1298,231423,
1811501,1299,212223,Republic of Ireland
1811502,1300,209407,
1811503,1301,171774,
1811504,1302,198654,
1811505,1303,193277,
1811506,1304,54013,
1811507,1305,140029,
1811508,1306,193276,
1811509,1307,224508,
1811510,1308,223740,
1811511,1309,190734,
1811512,1310,177934,
1811513,1311,238862,
1811514,1312,225294,
1811515,1313,220429,
1811516,1314,139533,
1811517,1315,8205,
1811518,1316,239116,
1811519,1317,224524,
1811520,1318,220172,
1811521,1319,216076,
1811522,1320,50955,
1811523,1321,157707,
1811524,1322,212747,
1811525,1323,238346,
1811526,1324,234762,
1811527,1325,219914,
1811528,1326,205834,
1811529,1327,224796,
1811530,1328,220700,
1811531,1329,190747,
1811532,1330,245275,
1811533,1331,241947,
1811534,1332,232219,
1811535,1333,209691,
1811536,1334,180250,
1811537,1335,169498,
1811538,1336,212506,
1811539,1337,206106,
1811540,1338,202778,
1811541,1339,194329,
1811542,1340,193561,
1811543,1341,190745,
1811544,1342,175897,
1811545,1343,230169,
1811546,1344,221994,
1811547,1345,173097,
1811548,1346,163625,
1811549,1347,163369,
1811550,1348,159017,Finland
1811551,1349,221737,
1811552,1350,183336,
1811553,1351,176680,
1811554,1352,161832,
1811555,1353,205352,
1811556,1354,201512,
1811557,1355,235047,
1811558,1356,217639,
1811559,1357,244006,
1811560,1358,240166,
1811561,1359,234278,
1811562,1360,219942,
1811563,1361,190780,
1811564,1362,242236,
1811565,1363,172092,
1811566,1364,210236,
1811567,1365,208700,
1811568,1366,162875,
1811569,1367,219451,
1811570,1368,204347,
1811571,1369,224314,
1811572,1370,206650,
1811573,1371,236345,
1811574,1372,222521,
1811575,1373,197689,
1811576,1374,216376,
1811577,1375,208440,
1811578,1376,201528,
1811579,1377,233292,
1811580,1378,189003,
1811581,1379,184139,
1811582,1380,182091,Melbourne Victory
1811583,1381,237131,
1811584,1382,202827,
1811585,1383,194122,Northern Ireland
1811586,1384,177482,
1811587,1385,237642,
1811588,1386,171082,
1811589,1387,230474,
1811590,1388,219466,Norway
1811591,1389,192329,
1811592,1390,213577,
1811593,1391,187208,
1811594,1392,234824,
1811595,1393,176475,
1811596,1394,173147,
1811597,1395,191834,
1811598,1396,189530,
1811599,1397,214874,
1811600,1398,230489,
1811601,1399,222553,
1811602,1400,211033,
1811603,1401,204121,Czech Republic
1811604,1402,178264,
1811605,1403,241240,
1811606,1404,216408,
1811607,1405,207960,
1811608,1406,207448,
1811609,1407,235863,
1811610,1408,197975,Egypt
1811611,1409,188271,
1811612,1410,190575,
1811613,1411,210031,
1811614,1412,192110,
1811615,1413,188782,
1811616,1414,162926,
1811617,1415,192621,
1811618,1416,208493,
1811619,1417,194924,
1811620,1418,166764,Northern Ireland
1811621,1419,213612,
1811622,1420,178283,
1811623,1421,219755,
1811624,1422,215147,
1811625,1423,190058,
1811626,1424,231530,
1811627,1425,201066,
1811628,1426,200810,
1811629,1427,217217,
1811630,1428,209281,
1811631,1429,189824,
1811632,1430,189568,
1811633,1431,181120,
1811634,1432,234112,
1811635,1433,177279,
1811636,1434,222079,
1811637,1435,212351,
1811638,1436,206463,
1811639,1437,206207,
1811640,1438,198783,
1811641,1439,196991,
1811642,1440,177790,Poland
1811643,1441,232318,
1811644,1442,222590,
1811645,1443,213374,
1811646,1444,214163,Independiente Santa Fe
1811647,1445,189586,
1811648,1446,188305,
1811649,1447,234385,
1811650,1448,223633,
1811651,1449,212625,
1811652,1450,210833,
1811653,1451,199569,
1811654,1452,236944,
1811655,1453,213136,
1811656,1454,235407,
1811657,1455,150415,
1811658,1456,209039,
1811659,1457,205711,
1811660,1458,244622,
1811661,1459,224142,
1811662,1460,221582,
1811663,1461,224423,
1811664,1462,233125,
1811665,1463,231077,
1811666,1464,229541,Deportes Tolima
1811667,1465,211365,
1811668,1466,182180,
1811669,1467,214948,
1811670,1468,142756,
1811671,1469,202404,
1811672,1470,247203,
1811673,1471,177571,
1811674,1472,242339,
1811675,1473,225699,
1811676,1474,204451,
1811677,1475,187042,
1811678,1476,174754,
1811679,1477,232610,
1811680,1478,242614,
1811681,1479,231862,
1811682,1480,225974,Scotland
1811683,1481,158902,
1811684,1482,221621,
1811685,1483,209333,
1811686,1484,206005,
1811687,1485,199861,
1811688,1486,232884,
1811689,1487,210868,
1811690,1488,204468,
1811691,1489,201908,
1811692,1490,189619,
1811693,1491,51123,
1811694,1492,236723,
1811695,1493,211635,
1811696,1494,198601,
1811697,1495,195272,
1811698,1496,221896,
1811699,1497,193735,
1811700,1498,224967,
1811701,1499,214983,
1811702,1500,193222,
1811703,1501,239814,
1811704,1502,237766,
1811705,1503,230342,
1811706,1504,178117,
1811707,1505,213445,
1811708,1506,187076,
1811709,1507,214980,
1811710,1508,193475,
1811711,1509,192451,
1811712,1510,186839,Northern Ireland
1811713,1511,199895,
1811714,1512,220118,
1811715,1513,215254,
1811716,1514,189397,
1811717,1515,209109,
1811718,1516,206549,
1811719,1517,229332,
1811720,1518,212948,Cameroon
1811721,1519,191443,
1811722,1520,135891,
1811723,1521,123603,
1811724,1522,198611,
1811725,1523,169938,
1811726,1524,214226,
1811727,1525,209874,
1811728,1526,200914,
1811729,1527,198632,
1811730,1528,242663,
1811731,1529,239335,
1811732,1530,164839,
1811733,1531,222951,
1811734,1532,198631,
1811735,1533,187878,
1811736,1534,236518,
1811737,1535,227558,
1811738,1536,212710,
1811739,1537,123621,
1811740,1538,241637,
1811741,1539,230117,
1811742,1540,221413,
1811743,1541,198117,
1811744,1542,222692,
1811745,1543,202489,
1811746,1544,193528,
1811747,1545,120312,
1811748,1546,175608,
1811749,1547,238072,
1811750,1548,101880,
1811751,1549,244727,
1811752,1550,219127,
1811753,1551,208375,
1811754,1552,191222,
1811755,1553,168950,
1811756,1554,156662,
1811757,1555,199413,
1811758,1556,190196,
1811759,1557,189172,
1811760,1558,244467,Czech Republic
1811761,1559,245768,
1811762,1560,212232,Melbourne City FC
1811763,1561,189447,
1811764,1562,186887,
1811765,1563,219655,
1811766,1564,138247,
1811767,1565,162054,
1811768,1566,191237,
1811769,1567,185349,
1811770,1568,247045,
1811771,1569,179973,
1811772,1570,225285,
1811773,1571,215557,
1811774,1572,214533,
1811775,1573,193796,
1811776,1574,233476,
1811777,1575,223511,
1811778,1576,214807,
1811779,1577,193302,
1811780,1578,214038,
1811781,1579,203798,
1811782,1580,189717,
1811783,1581,184341,
1811784,1582,183573,
1811785,1583,169493,
1811786,1584,196885,
1811787,1585,237844,
1811788,1586,230164,
1811789,1587,215572,
1811790,1588,207892,
1811791,1589,228883,
1811792,1590,214291,
1811793,1591,235561,
1811794,1592,232489,
1811795,1593,220969,
1811796,1594,208169,
1811797,1595,189224,
1811798,1596,223016,
1811799,1597,221480,
1811800,1598,220968,
1811801,1599,219688,
1811802,1600,244263,
1811803,1601,234279,
1811804,1602,230439,
1811805,1603,206631,
1811806,1604,221990,
1811807,1605,212518,
1811808,1606,209958,
1811809,1607,223551,
1811810,1608,135743,
1811811,1609,202814,
1811812,1610,229949,
1811813,1611,149309,
1811814,1612,211005,
1811815,1613,235580,
1811816,1614,229692,
1811817,1615,211260,
1811818,1616,204092,
1811819,1617,171067,
1811820,1618,222779,
1811821,1619,212795,
1811822,1620,235834,
1811823,1621,159034,
1811824,1622,201530,
1811825,1623,187982,
1811826,1624,239950,
1811827,1625,232526,
1811828,1626,228174,
1811829,1627,227918,
1811830,1628,221774,
1811831,1629,208462,
1811832,1630,243533,
1811833,1631,177741,
1811834,1632,236621,
1811835,1633,213325,
1811836,1634,211021,
1811837,1635,139597,
1811838,1636,203853,
1811839,1637,238924,
1811840,1638,206412,
1811841,1639,243551,
1811842,1640,233055,
1811843,1641,223071,
1811844,1642,243806,
1811845,1643,227678,
1811846,1644,209758,
1811847,1645,207454,
1811848,1646,182621,
1811849,1647,242269,
1811850,1648,225629,
1811851,1649,225117,
1811852,1650,222557,
1811853,1651,202077,
1811854,1652,198749,
1811855,1653,191068,
1811856,1654,167516,
1811857,1655,194925,
1811858,1656,241005,
1811859,1657,235629,
1811860,1658,169069,
1811861,1659,230253,
1811862,1660,226157,
1811863,1661,215149,
1811864,1662,193900,
1811865,1663,190572,
1811866,1664,167532,
1811867,1665,215404,
1811868,1666,213868,Cameroon
1811869,1667,210028,
1811870,1668,228203,
1811871,1669,231786,
1811872,1670,220522,
1811873,1671,9833,
1811874,1672,207745,
1811875,1673,205185,
1811876,1674,202113,
1811877,1675,242816,
1811878,1676,225664,
1811879,1677,221312,
1811880,1678,210560,
1811881,1679,237183,
1811882,1680,214911,
1811883,1681,189054,
1811884,1682,232062,
1811885,1683,208766,
1811886,1684,234108,
1811887,1685,228732,
1811888,1686,227708,
1811889,1687,211068,
1811890,1688,213905,
1811891,1689,198033,
1811892,1690,244624,
1811893,1691,165520,
1811894,1692,138384,
1811895,1693,198288,
1811896,1694,234383,
1811897,1695,231823,
1811898,1696,220815,
1811899,1697,215183,
1811900,1698,201359,
1811901,1699,168590,
1811902,1700,217998,
1811903,1701,187789,
1811904,1702,235149,
1811905,1703,200845,
1811906,1704,182412,
1811907,1705,191390,
1811908,1706,183454,
1811909,1707,52126,
1811910,1708,173470,
1811911,1709,232094,
1811912,1710,164766,
1811913,1711,225950,
1811914,1712,222109,
1811915,1713,220829,
1811916,1714,215965,
1811917,1715,204701,
1811918,1716,236956,
1811919,1717,235164,
1811920,1718,232860,
1811921,1719,230300,
1811922,1720,213404,
1811923,1721,184242,
1811924,1722,232882,
1811925,1723,216498,
1811926,1724,201138,
1811927,1725,198322,
1811928,1726,222129,
1811929,1727,223920,
1811930,1728,233647,
1811931,1729,223151,
1811932,1730,214703,
1811933,1731,175789,Iceland
1811934,1732,234925,
1811935,1733,202413,
1811936,1734,225964,
1811937,1735,230315,
1811938,1736,207531,
1811939,1737,173245,
1811940,1738,234948,
1811941,1739,214724,
1811942,1740,190659,
1811943,1741,208835,
1811944,1742,123586,
1811945,1743,183490,
1811946,1744,235458,
1811947,1745,231874,
1811948,1746,216514,
1811949,1747,213954,
1811950,1748,236993,United States
1811951,1749,233409,
1811952,1750,184512,
1811953,1751,239808,
1811954,1752,213952,
1811955,1753,204992,
1811956,1754,234710,
1811957,1755,232406,
1811958,1756,214998,
1811959,1757,193749,
1811960,1758,213717,
1811961,1759,172756,
1811962,1760,181971,
1811963,1761,174547,
1811964,1762,168403,
1811965,1763,219091,
1811966,1764,206035,
1811967,1765,238802,
1811968,1766,226002,Club Atlético Talleres
1811969,1767,222930,
1811970,1768,198354,
1811971,1769,166097,
1811972,1770,209637,
1811973,1771,206565,
1811974,1772,189412,
1811975,1773,235236,
1811976,1774,229348,United States
1811977,1775,189155,
1811978,1776,206563,
1811979,1777,203491,Republic of Ireland
1811980,1778,193250,
1811981,1779,189922,
1811982,1780,172258,
1811983,1781,166114,
1811984,1782,215266,
1811985,1783,215010,
1811986,1784,203746,
1811987,1785,142818,
1811988,1786,205045,
1811989,1787,238068,
1811990,1788,163828,
1811991,1789,229108,
1811992,1790,186611,
1811993,1791,184819,
1811994,1792,183283,
1811995,1793,231667,
1811996,1794,215283,
1811997,1795,179698,
1811998,1796,177906,
1811999,1797,234994,
1812000,1798,231410,
1812001,1799,230386,
1812002,1800,223730,
1812003,1801,214258,
1812004,1802,183815,
1812005,1803,232711,
1812006,1804,166919,
1812007,1805,190982,
1812008,1806,220166,
1812009,1807,210182,
1812010,1808,186117,
1812011,1809,240133,
1812012,1810,229381,
1812013,1811,190724,
1812014,1812,162053,
1812015,1813,233988,
1812016,1814,156164,
1812017,1815,240131,
1812018,1816,236547,
1812019,1817,223747,
1812020,1818,232728,
1812021,1819,228887,
1812022,1820,232214,
1812023,1821,219670,
1812024,1822,205846,
1812025,1823,190485,
1812026,1824,185109,
1812027,1825,241941,
1812028,1826,219413,
1812029,1827,191252,
1812030,1828,243988,
1812031,1829,240916,
1812032,1830,165908,
1812033,1831,208916,
1812034,1832,205588,
1812035,1833,199700,
1812036,1834,230693,
1812037,1835,221477,
1812038,1836,214053,
1812039,1837,209701,
1812040,1838,160292,
1812041,1839,219684,
1812042,1840,178211,
1812043,1841,173859,
1812044,1842,233763,
1812045,1843,208675,
1812046,1844,203043,
1812047,1845,189730,
1812048,1846,188194,
1812049,1847,246818,
1812050,1848,244258,
1812051,1849,230178,
1812052,1850,234032,
1812053,1851,156464,
1812054,1852,220720,
1812055,1853,219952,
1812056,1854,214320,
1812057,1855,208432,
1812058,1856,204080,
1812059,1857,192559,
1812060,1858,186415,
1812061,1859,214575,
1812062,1860,212783,
1812063,1861,204847,
1812064,1862,159278,
1812065,1863,155694,
1812066,1864,212014,
1812067,1865,198702,
1812068,1866,233791,
1812069,1867,228415,
1812070,1868,233790,
1812071,1869,221246,
1812072,1870,214590,
1812073,1871,185149,
1812074,1872,232253,
1812075,1873,230205,
1812076,1874,225341,
1812077,1875,203069,
1812078,1876,199741,
1812079,1877,183356,
1812080,1878,49212,
1812081,1879,240956,
1812082,1880,228668,
1812083,1881,221756,
1812084,1882,214351,
1812085,1883,206159,
1812086,1884,240206,
1812087,1885,229966,
1812088,1886,227150,
1812089,1887,208974,
1812090,1888,246093,
1812091,1889,174669,
1812092,1890,230221,
1812093,1891,219725,
1812094,1892,234060,Venezuela
1812095,1893,230476,
1812096,1894,223820,
1812097,1895,234827,
1812098,1896,223307,
1812099,1897,157515,
1812100,1898,219487,
1812101,1899,215647,
1812102,1900,207711,
1812103,1901,203871,
1812104,1902,189278,
1812105,1903,242270,
1812106,1904,237662,
1812107,1905,199262,
1812108,1906,223581,
1812109,1907,202589,
1812110,1908,241756,
1812111,1909,226652,
1812112,1910,224604,
1812113,1911,224348,
1812114,1912,204380,
1812115,1913,202076,
1812116,1914,224876,
1812117,1915,222572,
1812118,1916,192363,
1812119,1917,188779,
1812120,1918,232811,
1812121,1919,228715,
1812122,1920,212075,Urawa Red Diamonds
1812123,1921,205163,
1812124,1922,187498,
1812125,1923,182122,
1812126,1924,232810,
1812127,1925,230506,
1812128,1926,192617,
1812129,1927,239465,
1812130,1928,157801,
1812131,1929,136553,
1812132,1930,198011,
1812133,1931,239738,
1812134,1932,173178,
1812135,1933,223610,
1812136,1934,221050,
1812137,1935,214906,
1812138,1936,209018,
1812139,1937,241785,
1812140,1938,233849,
1812141,1939,134777,
1812142,1940,191096,
1812143,1941,212088,Al Ahli
1812144,1942,199800,
1812145,1943,197496,
1812146,1944,213367,
1812147,1945,201079,
1812148,1946,211848,
1812149,1947,209800,
1812150,1948,198024,
1812151,1949,245383,
1812152,1950,236167,
1812153,1951,234119,
1812154,1952,216199,
1812155,1953,214151,
1812156,1954,205447,
1812157,1955,232582,
1812158,1956,214406,
1812159,1957,210566,
1812160,1958,140422,
1812161,1959,204422,
1812162,1960,202630,
1812163,1961,193157,
1812164,1962,206485,
1812165,1963,140181,
1812166,1964,235156,
1812167,1965,199572,
1812168,1966,193939,
1812169,1967,246419,
1812170,1968,241811,
1812171,1969,239763,
1812172,1970,220051,
1812173,1971,216467,
1812174,1972,208019,
1812175,1973,200595,
1812176,1974,193426,
1812177,1975,191378,
1812178,1976,125586,
1812179,1977,229266,
1812180,1978,205216,
1812181,1979,199840,
1812182,1980,241823,
1812183,1981,236447,
1812184,1982,236191,
1812185,1983,229023,
1812186,1984,221855,
1812187,1985,187550,
1812188,1986,186270,
1812189,1987,237214,
1812190,1988,231070,
1812191,1989,230046,
1812192,1990,227998,
1812193,1991,223134,
1812194,1992,221854,
1812195,1993,202910,
1812196,1994,225455,
1812197,1995,208047,
1812198,1996,247470,
1812199,1997,234413,
1812200,1998,214957,
1812201,1999,243628,
1812202,2000,232620,
1812203,2001,222636,
1812204,2002,193195,
1812205,2003,184747,
1812206,2004,239787,
1812207,2005,235947,
1812208,2006,234667,
1812209,2007,232875,
1812210,2008,229803,
1812211,2009,204203,
1812212,2010,219582,
1812213,2011,212158,
1812214,2012,210366,
1812215,2013,183741,
1812216,2014,174013,
1812217,2015,237245,
1812218,2016,236477,
1812219,2017,240316,
1812220,2018,169404,
1812221,2019,232380,
1812222,2020,165564,
1812223,2021,213948,
1812224,2022,211388,
1812225,2023,207804,
1812226,2024,204220,
1812227,2025,190651,
1812228,2026,230860,
1812229,2027,216268,
1812230,2028,235467,
1812231,2029,231627,
1812232,2030,222411,
1812233,2031,219595,
1812234,2032,193482,
1812235,2033,175818,
1812236,2034,214730,
1812237,2035,184777,
1812238,2036,176585,
1812239,2037,237257,
1812240,2038,216265,
1812241,2039,204489,
1812242,2040,190408,
1812243,2041,239048,
1812244,2042,173531,
1812245,2043,230107,
1812246,2044,229851,
1812247,2045,223195,
1812248,2046,200667,
1812249,2047,197851,
1812250,2048,208602,
1812251,2049,200922,
1812252,2050,244185,
1812253,2051,239577,
1812254,2052,221401,
1812255,2053,204761,
1812256,2054,203225,FK Austria Wien
1812257,2055,192728,
1812258,2056,191192,
1812259,2057,171992,
1812260,2058,236265,
1812261,2059,231913,
1812262,2060,211177,Iceland
1812263,2061,210409,
1812264,2062,170472,
1812265,2063,208616,
1812266,2064,235751,
1812267,2065,226535,
1812268,2066,224487,
1812269,2067,190438,
1812270,2068,237542,
1812271,2069,231142,
1812272,2070,221926,
1812273,2071,206310,
1812274,2072,241381,
1812275,2073,239589,
1812276,2074,193272,
1812277,2075,189944,
1812278,2076,223736,
1812279,2077,220152,
1812280,2078,216568,
1812281,2079,208120,
1812282,2080,205048,
1812283,2081,242935,
1812284,2082,236279,
1812285,2083,232695,
1812286,2084,205559,
1812287,2085,202487,
1812288,2086,183797,
1812289,2087,178421,
1812290,2088,238069,
1812291,2089,222197,
1812292,2090,209409,
1812293,2091,193030,
1812294,2092,230918,
1812295,2093,217606,
1812296,2094,207622,
1812297,2095,199686,
1812298,2096,244229,
1812299,2097,176645,
1812300,2098,229637,Turkey
1812301,2099,220421,
1812302,2100,212997,
1812303,2101,208645,
1812304,2102,188164,
1812305,2103,243716,
1812306,2104,238084,
1812307,2105,229380,
1812308,2106,216068,
1812309,2107,184084,
