S/N,Id,Club_Team
1055,190430,Cardiff City
1056,183518,LOSC Lille
1057,223198,Atalanta
1058,220638,Real Valladolid CF
1059,212446,Cosenza
1060,222429,Club Atlético Talleres
1061,217565,Boavista FC
1062,213725,En Avant de Guingamp
1063,203741,FC Metz
1064,189148,Rangers FC
1065,230390,Sport Club do Recife
1066,223734,Club Atlético Lanús
1067,213750,Watford
1068,111093,Extremadura UD
1069,193780,Dinamo Zagreb
1070,181236,Çaykur Rizespor
1071,214004,Once Caldas
1072,199412,Al Shabab
1073,198900,AEK Athens
1074,193267,Cagliari
1075,241907,Los Angeles FC
1076,237043,Mexico
1077,220659,Bristol City
1078,214515,Junior FC
1079,189938,Vitesse
1080,207858,Orlando City SC
1081,223240,Rosario Central
1082,233223,FC Lugano
1083,230407,Santos
1084,212231,Nottingham Forest
1085,201991,Málaga CF
1086,240134,GIF Sundsvall
1087,228614,1. FSV Mainz 05
1088,199174,US Cremonese
1089,193029,Djurgårdens IF
1090,176389,Kawasaki Frontale
1091,225541,Yeni Malatyaspor
1092,241412,Ecuador
1093,232708,Columbus Crew SC
1094,215556,Fiorentina
1095,201220,Pescara
1096,180739,RC Strasbourg Alsace
1097,240899,Sporting Lokeren
1098,202271,1. FC Union Berlin
1099,193310,Holstein Kiel
1100,238621,PFC CSKA Moscow
1101,222493,1. FC Union Berlin
1102,211741,DSC Arminia Bielefeld
1103,198429,SK Slavia Praha
1104,168732,KAS Eupen
1105,167452,Fortuna Düsseldorf
1106,229404,New York Red Bulls
1107,228124,Cerezo Osaka
1108,229659,KRC Genk
1109,225563,FC Porto
1110,215067,Deportivo Cali
1111,214299,Universidad de Chile
1112,192026,Cerezo Osaka
1113,235290,SPAL
1114,198194,Huddersfield Town
1115,237105,Rosario Central
1116,236593,AZ Alkmaar
1117,234033,CD Tenerife
1118,233265,Stade de Reims
1119,211249,Newell's Old Boys
1120,196913,Bolivia
1121,184624,Norwich City
1122,244271,Dinamo Zagreb
1123,209711,Vitesse
1124,244270,Dinamo Zagreb
1125,176942,Celtic
1126,217646,Urawa Red Diamonds
1127,199726,Club Atlético Lanús
1128,193581,Montpellier HSC
1129,189228,Defensa y Justicia
1130,156483,Atlético Tucumán
1131,202052,Stoke City
1132,156227,FC Sion
1133,212035,Albacete BP
1134,193602,Gimnasia y Esgrima La Plata
1135,226626,Clube Sport Marítimo
1136,150594,Sporting de Charleroi
1137,211522,New York City FC
1138,205122,Al Batin
1139,223297,Boavista FC
1140,211265,San Lorenzo de Almagro
1141,211009,Blackburn Rovers
1142,209729,Swansea City
1143,209473,Göztepe SK
1144,232512,Sanfrecce Hiroshima
1145,180287,Suwon Samsung Bluewings
1146,187988,Dijon FCO
1147,185172,Pescara
1148,163156,Derby County
1149,213332,FC Dallas
1150,204372,BB Erzurumspor
1151,234579,Tigres U.A.N.L.
1152,231507,Racing Club
1153,200787,Montreal Impact
1154,52306,West Bromwich Albion
1155,180818,Sheffield United
1156,243538,Club Brugge KV
1157,234578,Club América
1158,222546,SC Paderborn 07
1159,234833,1. FSV Mainz 05
1160,183632,VfL Bochum 1848
1161,169808,FC Utrecht
1162,217168,Santos Laguna
1163,214096,SC Freiburg
1164,199789,Akhisar Belediyespor
1165,161644,FC Ingolstadt 04
1166,225900,Paraguay
1167,223596,FC Red Bull Salzburg
1168,219244,Switzerland
1169,241771,Trabzonspor
1170,214378,Millonarios FC
1171,234857,PFC CSKA Moscow
1172,169321,U.N.A.M.
1173,209769,Kayserispor
1174,159080,Derby County
1175,214376,Deportivo Cali
1176,203368,Molde FK
1177,191079,Birmingham City
1178,228967,Boavista FC
1179,224103,Pachuca
1180,221564,Deportivo de La Coruña
1181,203388,Jeonbuk Hyundai Motors
1182,194171,Sporting Lokeren
1183,193147,RC Strasbourg Alsace
1184,173179,1. FC Union Berlin
1185,218747,Universidad Católica
1186,205691,US Salernitana 1919
1187,173434,U.N.A.M.
1188,230522,Ceará Sporting Club
1189,230266,Atlético Paranaense
1190,189561,Kasimpaşa SK
1191,178297,Real Sporting de Gijón
1192,169593,Sheffield Wednesday
1193,225145,Kaizer Chiefs
1194,202873,1. FC Heidenheim 1846
1195,214392,Rionegro Águilas
1196,205970,Millwall
1197,199570,Guadalajara
1198,215441,Amiens SC
1199,237456,Göztepe SK
1200,232080,Leeds United
1201,204688,SK Rapid Wien
1202,198032,Brighton & Hove Albion
1203,193679,SSV Jahn Regensburg
1204,236175,Cruzeiro
1205,212879,SC Paderborn 07
1206,204687,Bolton Wanderers
1207,192910,1. FC Magdeburg
1208,190094,UD Las Palmas
1209,240526,Ohod Club
1210,225934,Dijon FCO
1211,220302,RSC Anderlecht
1212,205990,Blackburn Rovers
1213,244389,Shakhtar Donetsk
1214,240037,Sparta Praha
1215,162981,West Bromwich Albion
1216,220837,Colombia
1217,214436,Al Ahli
1218,202148,Kasimpaşa SK
1219,227235,FC Ingolstadt 04
1220,207523,SV Darmstadt 98
1221,182178,Leeds United
1222,229282,Santa Clara
1223,212130,SpVgg Greuther Fürth
1224,201890,Gyeongnam FC
1225,193185,Derby County
1226,216481,Millwall
1227,232608,Kawasaki Frontale
1228,199101,AD Alcorcón
1229,166844,Rangers FC
1230,230332,Fluminense
1231,204476,ADO Den Haag
1232,188091,FC Red Bull Salzburg
1233,172475,Excelsior
1234,233147,Kawasaki Frontale
1235,201403,Real Zaragoza
1236,221370,Al Hilal
1237,220090,FC Sion
1238,189369,Cosenza
1239,186553,Universidad de Chile
1240,180409,Alanyaspor
1241,201145,OGC Nice
1242,230072,Medipol Başakşehir FK
1243,186551,Club León
1244,215502,Empoli
1245,198350,Brentford
1246,197838,LA Galaxy
1247,183245,Göztepe SK
1248,231628,UD Las Palmas
1249,198348,Stade Brestois 29
1250,188107,Los Angeles FC
1251,193226,Dijon FCO
1252,168650,FC Basel 1893
1253,227530,Patronato
1254,227274,Atlético Tucumán
1255,142794,San Martín de San Juan
1256,207562,1. FC Union Berlin
1257,200138,Sheffield Wednesday
1258,187337,Malmö FF
1259,176841,Birmingham City
1260,230366,Santos
1261,225502,Club Tijuana
1262,223710,Çaykur Rizespor
1263,215262,Defensa y Justicia
1264,201438,KV Kortrijk
1265,177373,Malmö FF
1266,239837,Argentinos Juniors
1267,227293,Al Ittihad
1268,158685,CD Aves
1269,210653,U.N.A.M.
1270,145117,AD Alcorcón
1271,192732,Hannover 96
1272,176348,Suwon Samsung Bluewings
1273,239580,Torino
1274,237532,CD Aves
1275,234716,Medipol Başakşehir FK
1276,205551,UD Las Palmas
1277,202223,Columbus Crew SC
1278,199663,KAA Gent
1279,238830,Vitória Guimarães
1280,216302,Pachuca
1281,210926,Al Hilal
1282,206317,Celtic
1283,201965,IFK Norrköping
1284,244204,Rangers FC
1285,237548,Dijon FCO
1286,228332,Leicester City
1287,181483,Aston Villa
1288,235499,Al Shabab
1289,212715,Club Atlético Talleres
1290,210923,Al Ahli
1291,200683,Santa Clara
1292,198379,Luton Town
1293,223489,FC Seoul
1294,204289,Stoke City
1295,184320,Perugia
1296,233472,Hannover 96
1297,212992,Reading
1298,231423,KRC Genk
1299,212223,Preston North End
1300,209407,Padova
1301,171774,CF Rayo Majadahonda
1302,198654,Lokomotiv Moscow
1303,193277,SK Sturm Graz
1304,54013,Middlesbrough
1305,140029,Pachuca
1306,193276,SV Sandhausen
1307,224508,Pescara
1308,223740,Real Zaragoza
1309,190734,Vitória de Setúbal
1310,177934,VfL Bochum 1848
1311,238862,Portimonense SC
1312,225294,CD Feirense
1313,220429,GD Chaves
1314,139533,Aston Villa
1315,8205,CD Aves
1316,239116,CD Numancia
1317,224524,AD Alcorcón
1318,220172,Nottingham Forest
1319,216076,Carpi
1320,50955,AC Ajaccio
1321,157707,Sanfrecce Hiroshima
1322,212747,Houston Dynamo
1323,238346,FC Schalke 04
1324,234762,Real Zaragoza
1325,219914,FC København
1326,205834,IF Elfsborg
1327,224796,Club Atlético Banfield
1328,220700,Montreal Impact
1329,190747,Extremadura UD
1330,245275,FC Girondins de Bordeaux
1331,241947,RSC Anderlecht
1332,232219,Al Qadisiyah
1333,209691,AJ Auxerre
1334,180250,Deportivo Toluca
1335,169498,Wigan Athletic
1336,212506,Atlético Tucumán
1337,206106,FC Ingolstadt 04
1338,202778,Yeni Malatyaspor
1339,194329,Real Zaragoza
1340,193561,Seattle Sounders FC
1341,190745,Hellas Verona
1342,175897,Çaykur Rizespor
1343,230169,Ceará Sporting Club
1344,221994,Sporting de Charleroi
1345,173097,Sporting de Charleroi
1346,163625,Sunderland
1347,163369,Standard de Liège
1348,159017,Legia Warszawa
1349,221737,Club León
1350,183336,Rosenborg BK
1351,176680,Strømsgodset IF
1352,161832,AD Alcorcón
1353,205352,Millwall
1354,201512,Os Belenenses
1355,235047,Independiente
1356,217639,Urawa Red Diamonds
1357,244006,Clube Sport Marítimo
1358,240166,SC Heerenveen
1359,234278,FC Erzgebirge Aue
1360,219942,Deportivo Cali
1361,190780,New York City FC
1362,242236,SL Benfica
1363,172092,San Martin de Tucumán
1364,210236,Nottingham Forest
1365,208700,UD Las Palmas
1366,162875,Medipol Başakşehir FK
1367,219451,Bologna
1368,204347,Granada CF
1369,224314,Frosinone
1370,206650,Atlético Bucaramanga
1371,236345,Shakhtar Donetsk
1372,222521,FC Hansa Rostock
1373,197689,Chievo Verona
1374,216376,AD Alcorcón
1375,208440,Djurgårdens IF
1376,201528,Gamba Osaka
1377,233292,Rosario Central
1378,189003,Stade Brestois 29
1379,184139,Portimonense SC
1380,182091,New Zealand
1381,237131,Club León
1382,202827,Stade Brestois 29
1383,194122,Sunderland
1384,177482,AC Ajaccio
1385,237642,FC Basel 1893
1386,171082,Sporting Lokeren
1387,230474,Bahia
1388,219466,Rosenborg BK
1389,192329,Boavista FC
1390,213577,Granada CF
1391,187208,U.N.A.M.
1392,234824,FC Lorient
1393,176475,Millonarios FC
1394,173147,Brescia
1395,191834,Al Ittihad
1396,189530,Vitória de Setúbal
1397,214874,Colo-Colo
1398,230489,Sport Club do Recife
1399,222553,1. FC Heidenheim 1846
1400,211033,Deportivo Toluca
1401,204121,Viktoria Plzeň
1402,178264,Moreirense FC
1403,241240,Hamburger SV
1404,216408,1. FC Kaiserslautern
1405,207960,Real Sporting de Gijón
1406,207448,Ecuador
1407,235863,Atalanta
1408,197975,Wigan Athletic
1409,188271,Fulham
1410,190575,Club Atlético Colón
1411,210031,Rio Ave FC
1412,192110,Monarcas Morelia
1413,188782,Birmingham City
1414,162926,Preston North End
1415,192621,Akhisar Belediyespor
1416,208493,Eintracht Frankfurt
1417,194924,AD Alcorcón
1418,166764,Motherwell
1419,213612,Östersunds FK
1420,178283,Antalyaspor
1421,219755,FK Austria Wien
1422,215147,Vélez Sarsfield
1423,190058,FC Thun
1424,231530,CD Leganés
1425,201066,Brøndby IF
1426,200810,Hellas Verona
1427,217217,Houston Dynamo
1428,209281,Al Nassr
1429,189824,Al Wehda
1430,189568,Akhisar Belediyespor
1431,181120,Shimizu S-Pulse
1432,234112,Vitória Guimarães
1433,177279,SK Brann
1434,222079,Sheffield Wednesday
1435,212351,América de Cali
1436,206463,FC St. Pauli
1437,206207,New England Revolution
1438,198783,Atlético Tucumán
1439,196991,Sporting de Charleroi
1440,177790,Legia Warszawa
1441,232318,Suwon Samsung Bluewings
1442,222590,Houston Dynamo
1443,213374,Al Ahli
1444,214163,Colombia
1445,189586,CD Tenerife
1446,188305,Al Batin
1447,234385,1. FC Köln
1448,223633,SV Sandhausen
1449,212625,Holstein Kiel
1450,210833,Benevento
1451,199569,Club Tijuana
1452,236944,Sivasspor
1453,213136,Sporting de Charleroi
1454,235407,1. FC Köln
1455,150415,SpVgg Greuther Fürth
1456,209039,Sparta Praha
1457,205711,Os Belenenses
1458,244622,RCD Espanyol
1459,224142,Independiente Santa Fe
1460,221582,Millonarios FC
1461,224423,SpVgg Greuther Fürth
1462,233125,1. FC Union Berlin
1463,231077,Sparta Praha
1464,229541,Colombia
1465,211365,Molde FK
1466,182180,Cittadella
1467,214948,SC Paderborn 07
1468,142756,Club Atlético Huracán
1469,202404,Al Raed
1470,247203,Sparta Praha
1471,177571,KAA Gent
1472,242339,Estudiantes de La Plata
1473,225699,Real Valladolid CF
1474,204451,Genoa
1475,187042,Rosenborg BK
1476,174754,Universidad de Chile
1477,232610,Hannover 96
1478,242614,Romania
1479,231862,Independiente Medellín
1480,225974,Aberdeen
1481,158902,Wigan Athletic
1482,221621,DC United
1483,209333,Charlton Athletic
1484,206005,Club Atlético Aldosivi
1485,199861,FC St. Pauli
1486,232884,Kashima Antlers
1487,210868,Cádiz CF
1488,204468,VfL Bochum 1848
1489,201908,Derby County
1490,189619,Bristol City
1491,51123,Amiens SC
1492,236723,AS Monaco
1493,211635,Jeju United FC
1494,198601,Deportivo Toluca
1495,195272,Hellas Verona
1496,221896,Willem II
1497,193735,SK Sturm Graz
1498,224967,Sint-Truidense VV
1499,214983,Club Atlético Lanús
1500,193222,FC Augsburg
1501,239814,Royal Antwerp FC
1502,237766,Shimizu S-Pulse
1503,230342,Sport Club do Recife
1504,178117,Perugia
1505,213445,Guadalajara
1506,187076,SpVgg Unterhaching
1507,214980,New England Revolution
1508,193475,Crystal Palace
1509,192451,Plymouth Argyle
1510,186839,Aberdeen
1511,199895,Hamburger SV
1512,220118,FC Groningen
1513,215254,River Plate
1514,189397,San Jose Earthquakes
1515,209109,Paraguay
1516,206549,Montreal Impact
1517,229332,CD Lugo
1518,212948,KV Oostende
1519,191443,Club Atlético Huracán
1520,135891,Sporting Lokeren
1521,123603,Pescara
1522,198611,Hammarby IF
1523,169938,Sivasspor
1524,214226,San Lorenzo de Almagro
1525,209874,Orlando Pirates
1526,200914,Palermo
1527,198632,Lobos BUAP
1528,242663,RSC Anderlecht
1529,239335,CD Leganés
1530,164839,Atlanta United
1531,222951,Rotherham United
1532,198631,Granada CF
1533,187878,Sporting Lokeren
1534,236518,AS Saint-Étienne
1535,227558,Stade Rennais FC
1536,212710,KV Kortrijk
1537,123621,Albacete BP
1538,241637,FC Girondins de Bordeaux
1539,230117,Moreirense FC
1540,221413,Universidad de Chile
1541,198117,US Salernitana 1919
1542,222692,1. FC Köln
1543,202489,Brescia
1544,193528,SV Zulte-Waregem
1545,120312,Nottingham Forest
1546,175608,Egypt
1547,238072,1. FC Nürnberg
1548,101880,Chelsea
1549,244727,Al Taawoun
1550,219127,Vélez Sarsfield
1551,208375,RB Leipzig
1552,191222,CD Numancia
1553,168950,FC St. Pauli
1554,156662,Club Atlético Colón
1555,199413,SV Darmstadt 98
1556,190196,Trabzonspor
1557,189172,UD Las Palmas
1558,244467,SK Slavia Praha
1559,245768,RSC Anderlecht
1560,212232,Australia
1561,189447,Lechia Gdańsk
1562,186887,FC Emmen
1563,219655,Frosinone
1564,138247,IF Elfsborg
1565,162054,Aston Villa
1566,191237,GIF Sundsvall
1567,185349,Fulham
1568,247045,Viktoria Plzeň
1569,179973,Padova
1570,225285,Atiker Konyaspor
1571,215557,Al Faisaly
1572,214533,Deportivo Pasto
1573,193796,CD Tenerife
1574,233476,FC Basel 1893
1575,223511,Yeni Malatyaspor
1576,214807,CD Antofagasta
1577,193302,Wellington Phoenix
1578,214038,Deportes Tolima
1579,203798,Unión Española
1580,189717,Sydney FC
1581,184341,Cosenza
1582,183573,1. FC Heidenheim 1846
1583,169493,Bristol City
1584,196885,Bolivia
1585,237844,Spartak Moscow
1586,230164,Paraná
1587,215572,CD Tenerife
1588,207892,MSV Duisburg
1589,228883,FC Ingolstadt 04
1590,214291,CD Everton de Viña del Mar
1591,235561,ESTAC Troyes
1592,232489,Hokkaido Consadole Sapporo
1593,220969,Bristol City
1594,208169,Kayserispor
1595,189224,Ulsan Hyundai FC
1596,223016,Atiker Konyaspor
1597,221480,América de Cali
1598,220968,Fortuna Sittard
1599,219688,Cádiz CF
1600,244263,Dinamo Zagreb
1601,234279,FC Erzgebirge Aue
1602,230439,Grêmio
1603,206631,Sporting Kansas City
1604,221990,Atlético Tucumán
1605,212518,Côte d'Ivoire
1606,209958,MSV Duisburg
1607,223551,Millwall
1608,135743,Venezia FC
1609,202814,Wigan Athletic
1610,229949,Hokkaido Consadole Sapporo
1611,149309,Torino
1612,211005,FC Tokyo
1613,235580,Alanyaspor
1614,229692,1. FSV Mainz 05
1615,211260,Orlando Pirates
1616,204092,Heracles Almelo
1617,171067,CF Rayo Majadahonda
1618,222779,Olympiacos CFP
1619,212795,Panathinaikos FC
1620,235834,Chievo Verona
1621,159034,Wellington Phoenix
1622,201530,Brescia
1623,187982,Zagłębie Lubin
1624,239950,Vitória Guimarães
1625,232526,RSC Anderlecht
1626,228174,Swansea City
1627,227918,Genoa
1628,221774,Henan Jianye FC
1629,208462,Heracles Almelo
1630,243533,Egypt
1631,177741,US Salernitana 1919
1632,236621,FC Lorient
1633,213325,Montpellier HSC
1634,211021,Djurgårdens IF
1635,139597,Rayo Vallecano
1636,203853,FK Austria Wien
1637,238924,SpVgg Greuther Fürth
1638,206412,Al Fateh
1639,243551,Sporting de Charleroi
1640,233055,Urawa Red Diamonds
1641,223071,Club Atlético Huracán
1642,243806,Vitesse
1643,227678,Brentford
1644,209758,Club Necaxa
1645,207454,Moreirense FC
1646,182621,Karlsruher SC
1647,242269,Brescia
1648,225629,Nîmes Olympique
1649,225117,Palermo
1650,222557,Real Salt Lake
1651,202077,Seattle Sounders FC
1652,198749,Club Tijuana
1653,191068,Venezia FC
1654,167516,Legia Warszawa
1655,194925,Preston North End
1656,241005,Vancouver Whitecaps FC
1657,235629,Sporting Lokeren
1658,169069,FC Lorient
1659,230253,Atlético Mineiro
1660,226157,Real Oviedo
1661,215149,Patronato
1662,193900,Bristol City
1663,190572,KV Oostende
1664,167532,Cruz Azul
1665,215404,Vitória de Setúbal
1666,213868,Stade Brestois 29
1667,210028,Al Wehda
1668,228203,Egypt
1669,231786,Slovenia
1670,220522,Club Atlético Huracán
1671,9833,PEC Zwolle
1672,207745,Stade Rennais FC
1673,205185,Sporting CP
1674,202113,Brentford
1675,242816,FC Barcelona
1676,225664,Minnesota United FC
1677,221312,Querétaro
1678,210560,CD Nacional
1679,237183,Defensa y Justicia
1680,214911,Rosario Central
1681,189054,AD Alcorcón
1682,232062,AIK
1683,208766,Panathinaikos FC
1684,234108,Club Atlético Talleres
1685,228732,Le Havre AC
1686,227708,Al Batin
1687,211068,Athletic Club de Bilbao
1688,213905,Southampton
1689,198033,Vitória de Setúbal
1690,244624,RCD Espanyol
1691,165520,MKE Ankaragücü
1692,138384,FC Lugano
1693,198288,Los Angeles FC
1694,234383,SG Dynamo Dresden
1695,231823,FC St. Pauli
1696,220815,UD Almería
1697,215183,Patronato
1698,201359,Vålerenga Fotball
1699,168590,SV Sandhausen
1700,217998,CD Tondela
1701,187789,Al Raed
1702,235149,Excelsior
1703,200845,Dundalk
1704,182412,Shandong Luneng TaiShan FC
1705,191390,Alanyaspor
1706,183454,Bristol City
1707,52126,Dijon FCO
1708,173470,FC Red Bull Salzburg
1709,232094,Legia Warszawa
1710,164766,Rangers FC
1711,225950,FC Metz
1712,222109,Motherwell
1713,220829,Brescia
1714,215965,Malmö FF
1715,204701,FC Zürich
1716,236956,Tiburones Rojos de Veracruz
1717,235164,Spezia
1718,232860,FC Tokyo
1719,230300,Botafogo
1720,213404,Hellas Verona
1721,184242,Scunthorpe United
1722,232882,Kashima Antlers
1723,216498,Górnik Zabrze
1724,201138,Angers SCO
1725,198322,SD Huesca
1726,222129,Fortuna Sittard
1727,223920,SK Sturm Graz
1728,233647,Boavista FC
1729,223151,Empoli
1730,214703,Unión Española
1731,175789,Aston Villa
1732,234925,SC Heerenveen
1733,202413,Real Sporting de Gijón
1734,225964,River Plate
1735,230315,Santos
1736,207531,Holstein Kiel
1737,173245,CD O'Higgins
1738,234948,KAS Eupen
1739,214724,Unión Española
1740,190659,Le Havre AC
1741,208835,Grenoble Foot 38
1742,123586,US Cremonese
1743,183490,Holstein Kiel
1744,235458,Wigan Athletic
1745,231874,1. FC Köln
1746,216514,San Luis de Quillota
1747,213954,FC Sion
1748,236993,San Jose Earthquakes
1749,233409,Lech Poznań
1750,184512,Foggia
1751,239808,Sparta Praha
1752,213952,CD Feirense
1753,204992,Málaga CF
1754,234710,Royal Antwerp FC
1755,232406,FC Ingolstadt 04
1756,214998,San Martín de San Juan
1757,193749,VVV-Venlo
1758,213717,Miedź Legnica
1759,172756,Piast Gliwice
1760,181971,Guangzhou Evergrande Taobao FC
1761,174547,CD Huachipato
1762,168403,US Salernitana 1919
1763,219091,CD O'Higgins
1764,206035,AD Alcorcón
1765,238802,1. FC Magdeburg
1766,226002,Peru
1767,222930,Kasimpaşa SK
1768,198354,Vélez Sarsfield
1769,166097,Akhisar Belediyespor
1770,209637,Venezia FC
1771,206565,Wigan Athletic
1772,189412,Cardiff City
1773,235236,Al Wehda
1774,229348,Wigan Athletic
1775,189155,AJ Auxerre
