player_name,value_euro,predicted_value_euro,age,sliding_tackle,agility,short_passing,interceptions,jumping,positioning,curve,crossing,freekick_accuracy
M. Rashica,"11,000,000","1,052,868",22,36,90,68,26,41,70,71,76,61
L. Baines,"3,000,000","389,444",34,76,66,78,77,67,73,81,84,81
M. Noble,"6,500,000","980,572",31,76,62,77,73,57,64,71,71,67
F. Benković,"10,500,000","696,989",21,75,52,64,75,76,37,44,33,54
M. Niang,"10,500,000","341,852",24,20,82,70,30,69,77,68,65,66
D. Santon,"6,500,000","2,100,055",28,76,66,76,76,74,65,74,76,43
I. Ordets,"8,500,000","3,296,050",26,73,48,66,76,56,38,39,41,46
Francisco Geraldes,"10,500,000","95,571",23,42,86,73,29,57,73,73,68,72
R. Snodgrass,"7,499,999","4,294,467",31,41,72,74,46,57,76,82,82,82
Vitor Hugo,"7,499,999","1,613,259",27,80,43,41,76,79,27,33,32,34
M. Pašalić,"10,500,000","542,692",24,64,69,78,72,69,70,69,68,59
F. Borini,"7,999,999","784,921",27,26,78,76,30,71,78,72,74,61
N. Vukčević,"7,999,999","33,386",27,70,61,77,80,87,60,58,52,62
A. Hutchinson,"1,799,999","187,442",36,68,63,82,75,62,64,67,69,64
M. Moralez,"6,999,999","393,207",32,51,83,74,45,32,74,76,74,70
C. Austin,"7,999,999","40,203",29,22,62,62,47,81,80,59,56,43
Kenedy,"11,500,000","784,885",23,52,83,72,56,68,74,77,77,54
Eltildo Correia,"6,500,000","685,164",27,77,38,67,72,81,42,54,61,48
João Pedro,"8,999,999","1,035,673",26,28,73,77,42,73,79,70,69,57
A. Diamanti,"3,399,999","6,296,133",35,28,74,79,30,50,76,77,76,82
Guilherme,"7,499,999","254,467",27,74,74,78,76,74,64,64,62,68
J. Morel,"2,300,000","1,380,610",34,78,65,73,75,83,56,61,58,50
Llorente,"4,800,000","3,260,292",34,15,33,73,25,55,84,57,44,40
G. Gönül,"3,000,000","118,824",34,73,78,74,75,78,76,65,77,48
A. Paloschi,"7,999,999","1,591,082",29,16,78,68,21,90,81,70,52,47
Juli Freitinho,"5,499,999","782,024",31,75,32,73,66,58,67,52,54,50
Markel Bergara,"4,400,000","1,615,182",32,76,60,78,80,69,64,60,58,71
L. Nguyen,"6,999,999","122,646",32,34,78,78,43,45,71,75,67,72
A. Knockaert,"8,500,000","358,792",27,34,90,73,52,72,74,75,75,71
Córdoba,"11,000,000","1,767,138",21,60,86,75,35,68,70,66,73,38
J. Veltman,"7,499,999","557,275",27,78,67,73,80,72,55,40,70,34
N. Sansone,"8,999,999","1,297,180",27,33,83,75,38,66,76,76,68,69
A. Turan,"6,500,000","187,003",32,60,75,78,61,78,77,79,77,64
H. Seferović,"8,999,999","884,971",27,40,63,68,35,75,82,68,67,64
Rafael Cachoira,"5,499,999","999,796",31,73,51,66,75,51,40,62,56,49
A. Haidara,"11,500,000","1,490,989",21,66,76,77,71,76,74,75,68,62
F. Caputo,"7,499,999","560,143",31,11,86,68,14,92,76,58,50,54
M. Locatelli,"10,000,000","1,770,042",21,72,67,78,75,59,54,64,68,60
J. Ayew,"8,500,000","148,031",27,35,78,73,40,70,74,75,70,69
T. Jedvaj,"9,499,999","906,761",23,77,67,68,75,82,49,45,67,30
S. Hanni,"7,999,999","589,689",28,45,77,74,51,34,75,71,74,70
Andrés Fernández,"4,699,999","465,243",32,15,57,35,26,77,14,24,17,12
T. Monconduit,"7,499,999","2,127,482",28,75,65,76,75,69,64,65,58,58
N. Mukiele,"10,000,000","307,393",21,80,69,73,76,86,59,68,74,33
D. Heintz,"7,999,999","225,160",25,77,51,71,73,65,26,55,47,32
Júnior Caiçara,"6,000,000","482,339",29,75,77,79,70,69,72,70,74,70
A. Lennon,"6,999,999","1,058,423",31,43,87,73,52,68,73,63,75,55
J. Willems,"7,999,999","142,555",24,72,73,75,70,77,68,84,86,63
M. Veljković,"9,499,999","1,618,350",23,74,55,72,77,83,37,31,39,24
I. Belfodil,"8,999,999","126,715",27,15,59,72,29,71,75,74,65,68
Miguel Lopes,"5,000,000","837,019",32,73,68,70,77,71,65,70,77,55
D. Stephens,"7,499,999","3,629,027",29,71,66,79,78,88,65,68,70,61
Brais Méndez,"12,000,000","783,771",22,32,72,74,47,65,77,74,69,56
A. Smith,"6,999,999","6,841,079",27,76,72,74,74,49,68,64,74,66
Recio,"7,499,999","2,849,262",28,62,66,77,76,49,75,76,64,67
Kiko Femenía,"6,500,000","8,147,289",28,77,82,77,74,69,69,65,78,55
M. Gaćinović,"10,500,000","33,426",24,65,90,78,57,64,69,60,69,51
P. Skjelbred,"5,000,000","8,710,260",31,72,76,75,80,74,55,67,65,61
Fernandinho,"9,499,999","5,537,002",25,49,72,75,50,87,75,67,70,60
S. Brown,"3,099,999","281,886",33,71,74,79,76,77,47,55,53,44
M. Grujić,"11,000,000","2,086,745",22,73,68,78,71,76,75,60,60,51
A. Soumaoro,"8,500,000","7,659,175",26,76,53,66,73,83,34,31,57,36
Raúl Navas,"5,499,999","299,064",30,78,54,73,72,77,39,34,49,65
A. Szalai,"7,499,999","593,946",31,13,63,72,41,64,78,58,49,42
A. Diawara,"11,500,000","532,355",21,72,78,80,74,58,54,62,64,37
L. Skorupski,"6,500,000","5,442,060",27,12,48,29,17,58,13,12,19,19
R. Hamouma,"6,999,999","200,665",31,41,78,77,39,60,76,76,76,70
K. Stöger,"10,000,000","489,171",25,35,77,78,35,58,68,68,74,63
K. Linetty,"10,500,000","424,822",24,70,76,78,76,79,68,62,60,36
S. Bell,"7,499,999","369,759",27,70,49,66,81,64,33,33,43,40
A. N'Diaye,"6,999,999","972,110",29,73,61,77,74,66,59,40,63,32
Y. Yazıcı,"11,000,000","570,771",22,45,76,76,40,55,74,79,77,76
B. Oczipka,"6,000,000","247,617",30,77,65,75,72,73,66,61,81,70
F. Valverde,"12,999,999","752,466",20,50,68,80,68,49,64,51,49,48
M. Benítez,"10,000,000","889,316",24,23,84,75,57,51,75,63,69,42
M. Vorm,"3,099,999","1,154,410",35,14,63,39,28,72,10,12,13,14
N. Mendy,"7,499,999","435,375",26,74,74,80,74,76,56,69,67,54
J. Vázquez,"5,499,999","2,501,677",30,74,78,79,79,69,65,58,55,59
Unai Núñez,"8,500,000","431,853",22,76,44,74,79,72,23,27,29,22
N. Radoja,"7,999,999","511,678",26,78,53,77,77,62,79,37,44,36
K. Gibbs,"5,499,999","1,130,643",29,73,76,73,74,71,68,66,72,52
A. Hamdallah,"6,999,999","234,224",28,17,65,69,20,69,77,74,64,56
Pablo Santos,"6,999,999","1,049,793",26,79,60,58,79,83,32,25,31,27
S. Fofana,"8,999,999","281,303",23,68,74,76,71,63,72,62,62,42
Felipe,"2,700,000","60,731",34,76,49,62,81,69,29,49,34,21
C. Villanueva,"6,000,000","654,449",33,36,89,80,42,35,68,75,65,80
Mossoró,"3,899,999","305,786",35,47,78,77,42,74,72,77,71,69
Diego Rico,"7,499,999","3,699,402",26,76,64,76,78,72,59,71,77,69
Alberto Moreno,"7,499,999","1,558,971",26,76,84,74,70,86,69,59,78,40
J. Clasie,"8,500,000","1,215,648",27,61,74,80,80,68,65,77,66,70
R. Funes Mori,"8,999,999","2,997,550",28,44,77,70,49,78,78,75,65,58
O. Alonso,"4,400,000","1,447,513",33,72,70,82,70,65,66,66,47,51
A. Djiku,"8,999,999","1,174,734",24,77,67,64,79,81,55,57,71,43
J. Hogg,"6,000,000","1,271,731",30,76,64,74,75,64,58,46,58,41
D. Calvert-Lewin,"9,499,999","481,315",21,23,73,68,34,79,75,51,63,42
M. Zeegelaar,"5,499,999","808,718",28,74,65,69,74,65,74,68,75,52
G. Carrillo,"7,999,999","1,377,922",27,26,66,64,34,78,78,46,34,36
Jozabed,"7,499,999","381,188",28,67,71,78,64,65,80,71,61,57
A. Franco,"9,499,999","673,579",22,71,41,62,75,75,35,31,35,35
D. Brooks,"11,500,000","126,619",21,28,85,76,34,59,71,65,69,48
J. Bruma,"6,999,999","77,206",27,72,50,71,70,71,46,43,40,66
L. Sepe,"5,499,999","346,439",27,19,46,32,20,57,10,13,12,12
S. Vokes,"6,999,999","1,236,199",29,29,50,68,42,89,78,61,59,46
Javi López,"3,699,999","388,873",33,82,68,74,75,73,61,67,70,52
J. Amavi,"7,499,999","243,350",24,76,75,73,72,82,66,73,77,49
Idris,"2,700,000","880,852",34,69,57,72,75,65,54,49,48,40
A. Potuk,"7,499,999","1,537,954",27,49,87,75,46,72,72,75,70,40
O. Norwood,"6,999,999","588,126",27,70,68,78,73,64,59,72,74,75
R. Khedira,"6,999,999","575,732",25,75,59,75,79,66,43,38,42,41
D. Machís,"7,999,999","636,323",26,24,88,72,38,81,70,65,70,56
R. Quaison,"8,500,000","15,544,805",25,54,74,74,55,55,77,64,67,56
P. Dummett,"6,500,000","2,117,908",27,81,61,70,77,75,56,54,61,52
L. Dimata,"10,000,000","4,367,053",21,30,73,68,16,78,71,43,56,42
Allan Bardinho,"6,999,999","408,157",27,32,82,75,52,46,72,56,73,55
L. Butelle,"1,600,000","519,536",35,11,37,31,18,63,15,10,11,15
S. Cristóforo,"7,499,999","3,854,661",25,72,76,76,76,72,60,59,52,35
Jason,"8,999,999","1,269,258",24,39,79,74,50,67,76,70,69,69
M. Agu,"6,999,999","63,030",25,75,68,74,76,82,33,44,47,35
E. Badu,"6,999,999","1,338,979",28,72,88,76,74,90,74,64,69,50
N. Redmond,"8,500,000","1,266,500",25,30,90,72,22,43,73,69,72,65
Sandro,"5,000,000","605,283",29,73,55,73,75,67,62,56,60,54
A. Mounier,"6,500,000","636,636",31,28,84,76,38,62,74,78,74,65
Matheus Pereira,"8,999,999","1,393,973",22,29,83,73,39,66,73,78,73,71
C. Jallet,"1,900,000","315,006",35,75,74,76,72,72,70,73,75,66
Diego Castro,"2,900,000","166,230",36,40,72,69,45,73,76,81,78,72
S. Okazaki,"5,000,000","750,536",32,35,79,74,48,91,83,53,66,50
O. Kamara,"6,999,999","560,628",29,19,72,64,34,81,77,61,54,52
Xeka,"7,999,999","232,706",24,65,60,80,68,75,62,74,45,68
R. Karsdorp,"7,499,999","94,801",24,75,65,72,67,74,65,60,77,60
Marafona,"3,999,999","5,378,632",31,13,49,32,21,53,13,19,13,17
D. Valdés,"8,500,000","59,583",25,42,74,75,53,68,73,70,67,67
M. Gonalons,"5,000,000","52,231",29,74,63,74,77,78,60,57,61,57
Burgui,"8,500,000","2,335,232",25,21,72,74,38,56,75,76,74,64
F. Guarín,"3,800,000","216,553",32,67,65,71,71,70,70,68,70,84
M. Jensen,"8,999,999","10,965,062",23,54,87,76,59,72,69,63,63,66
R. Thomas,"8,999,999","3,081,107",24,56,77,75,75,84,64,62,66,63
B. Butko,"5,499,999","333,168",28,77,76,71,75,76,62,61,74,29
L. Cigarini,"5,000,000","632,333",32,60,70,80,70,49,62,76,76,78
A. Musa,"7,999,999","2,849,543",26,24,87,65,24,74,76,60,69,48
M. Morozyuk,"4,800,000","8,184,125",31,74,78,76,73,63,44,69,77,80
G. Schennikov,"6,000,000","822,803",27,74,79,71,74,72,60,67,72,62
André Ramalho,"6,500,000","393,626",27,70,67,73,78,87,59,58,46,68
T. Foket,"7,499,999","5,590,438",24,75,75,70,72,82,68,69,73,57
P. Foden,"13,500,000","43,299",18,47,86,79,58,50,69,68,68,57
Walace,"7,999,999","22,876,799",23,58,61,80,78,57,56,55,48,52
I. Kahveci,"8,999,999","593,847",23,43,75,77,63,58,67,77,65,75
J. Briand,"5,499,999","259,873",33,40,74,77,42,75,77,67,71,66
D. Rolán,"8,500,000","151,830",25,35,77,74,34,72,78,66,73,70
C. Théréau,"2,900,000","210,367",35,20,69,76,24,72,77,69,70,66
B. Valdez,"6,999,999","142,424",26,75,51,66,75,88,51,28,61,31
M. Konaté,"8,500,000","866,957",25,15,79,62,24,85,75,46,60,37
H. Ayala,"4,500,000","1,326,513",31,76,63,66,74,67,44,46,61,41
J. Kluivert,"11,000,000","835,354",19,27,85,68,25,66,65,72,69,58
Eraso,"6,500,000","1,426,470",28,57,44,79,67,73,79,53,64,59
A. Boruc,"450,000","389,397",39,20,40,25,25,73,17,13,12,19
S. Larsson,"7,999,999","11,784,605",25,25,83,72,52,50,69,77,68,78
Paulinho,"8,999,999","982,657",24,20,86,77,40,71,78,67,66,68
J. Urretaviscaya,"6,500,000","948,356",28,30,77,73,30,66,72,75,75,70
Y. Aït Bennasser,"10,000,000","663,512",22,67,76,78,67,71,68,59,64,56
P. Bernardoni,"7,999,999","103,089",21,18,21,28,25,46,15,15,12,18
J. Brenet,"6,500,000","581,780",24,76,70,68,70,59,58,30,71,31
Aleñá,"12,000,000","3,590,058",21,48,79,75,68,52,71,68,66,59
Thiago Maia,"7,999,999","2,128,988",21,72,60,77,74,74,61,53,61,52
R. Skov,"10,000,000","4,114,460",22,43,76,71,45,49,72,82,70,84
M. Isla,"4,800,000","184,612",30,75,84,75,73,66,70,78,78,64
W. McKennie,"10,500,000","1,391,011",20,70,68,76,75,85,73,56,56,55
J. Tavernier,"6,500,000","243,183",27,72,72,74,68,70,69,77,76,69
S. Kalu,"11,500,000","400,381",21,24,81,70,26,87,70,72,75,71
Marlon,"7,999,999","837,782",23,75,60,72,77,64,36,57,43,46
A. Duncan,"8,500,000","273,638",25,74,73,79,79,78,68,64,73,50
S. Sturaro,"7,999,999","373,958",25,77,74,77,75,67,73,64,68,64
H. Arter,"6,500,000","1,507,382",29,67,70,80,70,68,69,64,62,70
V. Buyalskyi,"7,999,999","200,401",26,69,86,75,75,54,69,54,64,50
M. Sarr,"8,500,000","1,243,305",20,75,74,74,74,78,59,68,68,40
I. Fernández,"6,500,000","5,518,023",29,56,76,76,62,33,75,73,71,69
H. Hateboer,"7,999,999","4,608,055",25,75,64,75,65,74,70,41,77,30
F. Niederlechner,"6,999,999","131,573",28,28,67,64,35,64,77,59,54,44
P. Schwegler,"4,500,000","877,682",32,73,72,77,75,76,68,62,70,72
B. Pearson,"7,999,999","8,217,234",24,74,70,71,74,85,57,45,52,40
T. Abraham,"11,000,000","2,092,245",21,15,65,64,22,69,77,50,47,42
Jefferson,"5,000,000","203,730",30,78,74,73,68,71,71,81,84,78
J. Mæhle,"8,999,999","570,408",21,68,68,72,68,80,71,63,74,25
Unai López,"8,999,999","406,553",23,59,82,77,69,74,68,73,71,79
I. Amadou,"7,499,999","2,311,611",25,70,63,76,76,74,42,34,45,32
C. Günter,"6,500,000","8,008,572",26,74,67,69,72,53,59,72,76,68
O. Onazi,"6,999,999","195,059",26,73,90,74,74,55,68,70,67,50
J. Montero,"6,500,000","71,821",29,20,84,68,25,69,71,76,72,64
O. Murillo,"4,900,000","1,972,648",30,66,54,61,79,85,29,35,59,27
Borja Bastón,"8,500,000","1,016,957",26,24,62,68,23,53,78,68,51,46
L. Zelarayán,"7,999,999","316,138",26,35,91,73,44,81,69,74,71,75
M. Kelly,"6,000,000","533,225",28,76,56,68,72,68,42,60,70,35
A. Umar,"8,999,999","685,576",24,54,89,74,66,62,66,59,66,47
Zaldúa,"6,999,999","395,000",26,79,63,78,76,67,49,53,77,41
M. Diagne,"7,999,999","253,070",27,29,44,63,19,54,79,43,33,32
Jovane Cabral,"11,000,000","1,471,202",20,28,88,69,23,72,73,76,74,57
S. Dann,"4,500,000","987,737",32,75,42,59,77,66,36,30,30,29
M. Pavlović,"5,499,999","2,508,714",28,74,33,64,65,79,68,57,37,50
A. Surman,"5,499,999","492,573",32,61,59,82,66,70,66,61,68,68
F. Kainz,"7,999,999","35,355,733",26,25,88,72,24,70,67,69,72,71
Fran Beltrán,"7,999,999","657,431",20,79,80,75,76,59,63,54,69,55
K. Vermeer,"3,800,000","8,505,708",33,14,64,53,25,80,19,16,13,13
Fontàs,"6,000,000","491,868",29,75,54,75,80,45,43,58,60,52
L. Quiñones,"6,999,999","118,915",27,23,88,69,21,56,73,61,71,40
M. Leckie,"6,999,999","1,330,965",28,40,75,68,54,87,73,72,76,36
Tchê Tchê,"7,999,999","3,056,486",26,68,79,75,68,59,69,71,70,66
S. March,"7,499,999","1,222,850",24,42,78,72,30,35,67,70,76,64
B. Dabo,"6,500,000","402,463",27,72,72,77,74,82,70,62,66,58
F. Midtsjø,"6,999,999","5,846,591",25,65,80,77,72,65,67,66,65,55
Arribas,"4,400,000","5,435,223",29,72,55,70,74,80,26,40,57,32
Duirval Diniz,"1,699,999","163,510",35,75,55,66,72,71,24,36,45,55
O. Watkins,"7,999,999","2,071,464",23,36,82,71,44,66,72,60,67,56
R. Tapia,"6,500,000","1,210,564",23,75,72,71,74,82,60,65,60,54
E. Roco,"6,000,000","616,768",26,68,57,70,72,78,42,27,40,31
J. Svensson,"6,000,000","239,180",26,71,74,73,71,73,68,72,74,54
L. Orbán,"4,400,000","1,060,784",30,78,65,67,74,78,59,74,70,44
G. Donsah,"8,999,999","1,203,013",22,72,82,76,62,78,62,72,74,64
L. Krejčí,"6,999,999","288,721",26,43,79,78,45,80,75,79,76,76
S. Sinclair,"6,500,000","626,256",29,28,90,72,44,66,75,72,66,62
M. Thuram,"10,000,000","1,327,768",21,37,71,74,45,65,74,40,67,30
S. Romero,"6,500,000","461,594",30,37,78,71,26,62,75,71,64,45
C. Atsu,"6,000,000","987,882",27,32,88,70,35,66,72,70,65,58
C. Träsch,"4,199,999","3,752,221",31,72,66,73,76,71,63,65,73,41
F. Pogba,"4,699,999","664,602",28,71,62,64,73,73,36,60,64,65
Reguilón,"8,500,000","863,058",22,71,76,72,72,66,67,70,72,43
Caio Milaçar,"2,800,000","509,326",35,30,76,75,43,48,68,68,59,64
M. Kempf,"6,500,000","1,170,829",24,73,64,65,75,90,33,36,41,39
Daniel Ayala,"5,499,999","1,296,946",28,67,62,58,73,73,49,41,33,32
P. Roberts,"8,500,000","27,904,600",22,19,90,73,21,44,71,66,66,49
G. Ortíz,"6,500,000","6,035,139",26,73,68,66,74,80,32,32,31,28
R. Gikiewicz,"3,599,999","1,237,628",31,13,38,24,12,66,12,19,18,12
R. Rey,"4,699,999","5,221,697",28,13,43,29,22,67,14,17,18,17
Y. Öztekin,"4,900,000","3,591,054",31,42,79,72,37,77,73,71,67,62
Daniel Candeias,"5,499,999","775,722",31,46,88,71,52,59,70,74,74,69
C. Beauvue,"5,499,999","368,548",30,21,79,72,43,78,70,59,69,68
Marcelo,"4,600,000","37,287,789",29,72,64,62,76,90,20,27,37,27
S. von Bergen,"1,299,999","295,623",35,69,62,67,75,81,31,42,49,18
J. Obi,"6,500,000","698,884",27,76,85,76,74,77,77,58,68,56
Rafael Leão,"10,000,000","262,936",19,21,75,64,21,64,73,72,62,58
Pedro Henrique,"5,499,999","296,382",28,32,88,71,23,33,73,75,71,69
Raúl Fernández,"3,599,999","3,213,727",30,11,40,29,21,65,11,24,23,14
Y. Nagatomo,"3,699,999","1,407,267",32,72,89,72,74,79,67,64,72,36
P. Hrošovský,"6,999,999","683,908",26,65,61,77,71,50,66,52,63,42
R. Berić,"6,500,000","2,018,265",27,23,58,72,38,71,81,65,52,56
N. Spolli,"1,299,999","799,864",36,74,32,45,78,68,20,19,25,18
L. Moore,"6,000,000","484,299",26,74,59,67,70,81,37,37,58,24
D. Falcinelli,"6,500,000","475,675",27,15,71,64,20,70,77,45,32,33
J. Babin,"3,800,000","308,614",32,75,30,69,71,76,49,47,44,66
J. Kopic,"5,499,999","120,990",28,31,75,70,38,59,70,68,74,68
M. Besler,"3,800,000","124,035",32,74,69,74,74,69,32,34,49,35
P. Martinez,"4,400,000","98,307",30,75,68,66,71,75,51,44,67,50
Renan Bressan,"5,499,999","1,096,494",30,45,64,80,52,53,70,84,81,82
O. Şahan,"4,900,000","2,436,432",31,46,82,76,58,48,75,74,64,64
M. Rensing,"2,300,000","1,015,941",34,12,47,33,17,71,10,11,11,12
K. Phillips,"6,500,000","920,318",23,69,68,71,71,78,66,52,57,67
W. Janssen,"3,800,000","614,861",32,69,64,73,78,84,60,52,69,48
E. Mena,"4,299,999","507,428",30,72,71,72,75,74,69,59,74,41
A. Ciciretti,"6,999,999","2,164,843",25,24,90,80,32,37,68,75,67,67
Davidson,"6,000,000","1,009,336",28,40,78,72,30,66,73,70,70,66
Diogo Leite,"7,999,999","1,755,286",20,75,52,65,75,66,30,35,29,20
A. Raggi,"1,699,999","5,565,014",34,74,63,74,72,69,59,48,72,39
S. Grandsir,"9,499,999","398,774",22,47,90,73,45,69,64,74,75,59
D. Kreilach,"5,499,999","721,222",29,57,65,73,64,85,73,68,56,76
A. Ruiz,"7,499,999","116,766",25,31,74,78,30,54,72,75,78,74
Iñigo Pérez,"4,199,999","264,017",31,72,76,77,69,80,57,81,77,80
L. Sané,"3,800,000","325,411",31,72,52,67,73,83,42,48,49,23
Ivo,"4,800,000","139,816",32,33,71,78,60,61,65,77,75,82
Gil Dias,"7,499,999","572,879",22,28,80,71,39,52,66,59,64,61
A. Mena,"5,499,999","5,902,996",31,41,87,71,43,43,71,62,67,67
J. Córdoba,"7,499,999","94,880",25,31,66,67,45,78,71,60,55,54
B. Ecuélé Manga,"4,400,000","1,643,962",30,74,31,62,77,62,23,35,59,25
N. Murru,"6,500,000","358,650",24,74,73,68,70,74,53,54,72,39
G. Shinnie,"5,499,999","549,070",27,69,76,74,74,79,61,64,66,59
J. Stryger Larsen,"4,600,000","1,527,491",28,74,72,66,74,78,56,62,70,48
L. Robles,"2,300,000","341,973",34,19,46,38,17,60,16,10,14,11
A. Ulmer,"3,099,999","573,045",33,71,73,73,72,57,73,73,74,60
F. Castillo,"6,500,000","3,321,145",26,38,91,61,43,52,72,75,65,66
I. Nestorovski,"6,000,000","1,444,749",28,26,67,61,27,72,79,61,39,65
M. Mount,"10,000,000","1,270,619",20,30,78,74,45,46,63,75,69,76
O. Kayode,"7,499,999","1,865,094",25,33,90,64,24,73,78,55,52,48
Jadson Vidigal,"6,000,000","990,288",27,12,69,67,31,71,77,55,51,53
P. Verhaegh,"1,600,000","31,268",35,77,67,74,79,78,51,62,74,49
L. Cavallini,"6,999,999","292,612",26,13,62,60,23,68,75,44,31,52
J. Geis,"6,000,000","348,591",25,71,67,77,77,79,69,90,86,80
R. van Wolfswinkel,"5,499,999","315,994",30,26,62,69,46,73,83,73,64,51
K. Adams Nuhu,"6,999,999","316,963",23,68,73,67,66,84,32,45,42,31
Kévin Rodrigues,"6,500,000","17,480,865",25,78,72,78,69,62,52,65,77,51
Ramalho,"6,000,000","428,937",25,80,65,69,72,82,39,57,59,34
G. Charbonnier,"5,499,999","630,875",30,13,70,71,28,60,78,57,52,59
Luisinho,"2,200,000","14,326,513",33,78,70,75,76,38,66,67,76,59
E. Pieters,"4,299,999","2,603,717",30,74,62,73,75,72,64,70,69,56
H. Wolf,"9,499,999","242,375",19,35,79,72,38,73,69,71,62,64
J. Aidoo,"6,999,999","422,626",23,72,63,48,71,86,25,24,29,28
Nicolás Formido,"5,499,999","255,574",31,21,77,75,54,56,73,81,74,76
D. Kourmpelis,"6,500,000","124,991",25,74,66,73,77,70,34,55,56,50
J. Vuković,"4,199,999","337,345",30,71,40,60,73,76,32,38,56,58
J. Beausejour,"1,600,000","1,327,928",34,73,89,65,67,63,74,74,73,67
M. Ostrzolek,"4,400,000","231,848",28,75,77,71,69,67,59,60,72,47
J. Błaszczykowski,"4,400,000","962,881",33,63,74,76,60,63,71,76,75,67
D. Bouanga,"7,499,999","4,148,629",24,19,74,73,23,65,74,71,71,69
R. Botta,"5,499,999","1,014,472",29,35,81,71,33,52,69,76,73,74
D. Lazović,"6,000,000","207,402",28,35,76,74,30,44,76,66,70,74
L. Marković,"6,999,999","1,037,478",25,37,89,72,49,78,70,79,69,62
Fábio Espinho,"4,400,000","761,320",33,62,85,75,59,58,72,69,70,71
Ruben Lima,"4,400,000","60,840",29,68,73,67,76,75,62,66,68,70
T. Usami,"6,500,000","313,879",26,21,79,71,34,33,72,75,69,60
E. Room,"4,400,000","94,396",30,13,47,22,14,70,9,13,20,12
Rubén Alcaraz,"6,500,000","175,154",27,64,59,76,73,60,70,79,57,80
A. Nyom,"4,099,999","658,121",30,78,50,63,72,57,51,68,74,30
Yuri Ribeiro,"6,500,000","55,887",22,71,79,73,73,75,70,67,75,50
M. Ekici,"5,499,999","1,578,252",28,49,70,77,60,62,73,82,68,83
I. Sosa,"4,900,000","1,075,205",32,39,83,73,50,68,74,70,69,54
L. Melgarejo,"6,000,000","3,920,423",28,66,77,67,63,82,73,74,70,42
William,"6,500,000","548,546",27,22,67,70,19,81,74,68,54,58
M. Vydra,"6,999,999","691,469",26,34,80,70,31,76,77,69,64,64
Bebé,"6,000,000","558,079",28,20,71,71,33,67,68,67,73,73
Adrián González,"4,199,999","139,908",30,67,68,71,75,67,67,80,74,69
C. Söyüncü,"6,999,999","562,807",22,79,64,56,71,68,42,39,46,37
K. Iheanacho,"8,500,000","2,214,014",22,23,72,68,21,62,77,69,49,64
M. Tisserand,"6,500,000","405,268",26,72,65,70,73,72,68,70,70,37
A. Lozano,"7,499,999","331,930",25,35,69,70,14,74,73,55,51,28
L. Waldschmidt,"7,499,999","857,490",22,18,79,75,28,63,78,64,63,62
Adrianiscito,"3,999,999","866,555",27,10,44,24,12,41,5,31,18,22
S. Grytebust,"4,500,000","6,108,189",29,13,49,26,16,59,10,12,11,12
I. Strinić,"4,099,999","720,848",31,74,69,70,76,69,66,62,76,55
Pedro Rebocho,"6,500,000","767,739",24,74,68,75,70,81,63,67,75,68
J. Mbakogu,"6,999,999","1,000,898",26,25,82,59,16,91,70,71,53,56
Dória,"6,000,000","1,204,190",24,73,41,67,69,69,48,21,40,29
M. Çağıran,"6,000,000","1,767,664",26,65,69,76,73,82,65,71,72,74
K. Kamara,"3,499,999","123,182",34,18,74,66,30,92,75,60,64,42
S. Bahoken,"6,999,999","2,897,165",26,15,76,68,23,63,74,47,61,33
B. Gibson,"6,500,000","1,765,614",26,74,57,65,73,75,32,38,29,22
Nacho,"4,299,999","296,111",30,74,85,63,73,88,59,65,73,58
A. Cornelius,"7,499,999","150,210",25,12,49,67,28,72,75,45,42,56
M. Le Marchand,"4,600,000","3,545,048",29,69,64,75,74,75,27,42,68,40
P. Diop,"9,499,999","338,046",21,66,78,76,69,72,66,52,53,42
S. Özbayraklı,"4,400,000","424,542",29,70,82,72,70,74,66,74,76,39
S. Davis,"3,299,999","1,970,621",34,67,72,79,67,74,66,73,72,69
A. Baba,"6,000,000","924,834",24,74,77,72,71,75,63,67,76,23
E. Zukanović,"3,800,000","778,149",32,74,45,66,72,52,38,76,66,79
O. Niasse,"6,000,000","3,136,590",28,24,68,62,35,71,76,63,56,39
P. Mpoku,"6,000,000","152,022",26,41,69,73,52,75,71,76,71,78
K. McDonald,"4,400,000","362,112",30,62,53,75,73,68,60,63,69,56
Jesus Andradaldo,"4,800,000","8,338",27,77,80,76,73,77,58,65,68,49
S. Dzhanaev,"3,399,999","176,836",31,11,47,27,21,68,14,16,19,14
